assembly IDs	species	genus	family	order	class	phylum	superkingdom	gram_stain	metabolism	pathways	carbon_substrates	sporulation	motility	range_tmp	range_salinity	cell_shape	isolation_source	d1_lo	d1_up	d2_lo	d2_up	doubling_h	genome_size	gc_content	coding_genes	optimum_tmp	optimum_ph	growth_tmp	rRNA16S_genes	tRNA_genes	gram_stain.count	metabolism.count	pathways.count	carbon_substrates.count	sporulation.count	motility.count	range_tmp.count	range_salinity.count	cell_shape.count	isolation_source.count	gram_stain.prop	metabolism.prop	pathways.prop	carbon_substrates.prop	sporulation.prop	motility.prop	range_tmp.prop	range_salinity.prop	cell_shape.prop	isolation_source.prop	d1_lo.count	d1_up.count	d2_lo.count	d2_up.count	doubling_h.count	genome_size.count	gc_content.count	coding_genes.count	optimum_tmp.count	optimum_ph.count	growth_tmp.count	rRNA16S_genes.count	tRNA_genes.count	d1_lo.stdev	d1_up.stdev	d2_lo.stdev	d2_up.stdev	doubling_h.stdev	genome_size.stdev	gc_content.stdev	coding_genes.stdev	optimum_tmp.stdev	optimum_ph.stdev	growth_tmp.stdev	rRNA16S_genes.stdev	tRNA_genes.stdev	data_source	ref_id	tid
GCA_001515305.1	Aquitalea pelogenes	Aquitalea	Chromobacteriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria										water						4370592.0								0	0.0	0	0	0	0	0	0	0	1.0										100.0	0	0	0.0	0.0	0	1	0	0	0	0	0	0	0						0.0								gold	13521	1293573
GCA_000350285.1	candidate division SR1 bacterium MGEHA						Bacteria																1109712.0								0	0.0	0	0	0	0	0	0	0	0.0											0	0	0.0	0.0	0	1	0	0	0	0	0	0	0						0.0								gold	13521	1293577
GCA_005083985.2	Cetia pacifica	Cetia	Nautiliaceae	Nautiliales	Epsilonproteobacteria	Proteobacteria	Bacteria		anaerobic	hydrogen_oxidation_dark, nitrate_reduction, sulfur_reduction																		55.0			0	1.0	6	0	0	0	0	0	0	0.0		100.0	100.0								0	0	0.0	0.0	0	0	0	0	0	0	1	0	0														engqvist, faprotax, gold	705, 891, 13521	1424653
GCA_004402625.1	Cryobacterium flavum	Cryobacterium	Microbacteriaceae	Micrococcales	Actinobacteria	Actinobacteria	Bacteria		obligate aerobic	nitrate_reduction	arabinose, cellobiose, fructose, galactose, glucose, glycerol, mannose, ribose					bacillus		0.41		0.76			4040838.0					10.0			0	1.0	1	1	0	0	0	0	1	0.0		100.0	100.0	100.0					100.0		1	0	1.0	0.0	0	1	0	0	0	0	1	0	0														engqvist, fierer, gold	705, 2613, 13521	1424659
GCA_000210675.1	butyrate-producing bacterium SM4/1			Clostridiales	Clostridia	Firmicutes	Bacteria	positive	anaerobic	cellulose_degradation		no	no	mesophilic		coccus	host						3108859.0	39.66	1684.0	40.0					1	2.0	1	0	2	2	1	0	2	1.0	100.0	100.0	100.0		100.0	100.0	100.0		100.0	100.0	0	0	0.0	0.0	0	3	1	1	1	0	0	0	0						0.0								gold, kegg, patric	13521, 17662, 19897	245012
GCA_004402515.1	Cryobacterium luteum	Cryobacterium	Microbacteriaceae	Micrococcales	Actinobacteria	Actinobacteria	Bacteria		obligate aerobic	nitrate_reduction	cellobiose, fructose, glucose, glycerol, maltose, mannitol, mannose, ribose, sorbitol, sucrose, trehalose, xylose					bacillus		0.44		0.93			3834069.0					10.0			0	1.0	1	1	0	0	0	0	1	0.0		100.0	100.0	100.0					100.0		1	0	1.0	0.0	0	1	0	0	0	0	1	0	0														engqvist, fierer, gold	705, 2613, 13521	1424661
GCA_000209895.1	butyrate-producing bacterium SS3/4			Clostridiales	Clostridia	Firmicutes	Bacteria	positive	anaerobic	cellulose_degradation		no	no	mesophilic		coccus	host_animal_endotherm_intestinal						3601020.0	46.35	2993.0	40.0					1	2.0	1	0	1	1	1	0	2	1.0	100.0	100.0	100.0		100.0	100.0	100.0		100.0	100.0	0	0	0.0	0.0	0	3	1	1	1	0	0	0	0						0.0								gold, kegg, patric	13521, 17663, 19897	245014
GCA_900184095.1	Vibrio mangrovi	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	negative									host_plant_root-associated											28.0			1	0.0	0	0	0	0	0	0	0	1.0	100.0									100.0	0	0	0.0	0.0	0	0	0	0	0	0	1	0	0														engqvist, gold	705, 13521	474394
GCA_001619895.1	Micrococcus aloeverae	Micrococcus	Micrococcaceae	Micrococcales	Actinobacteria	Actinobacteria	Bacteria																2413901.0					28.0			0	0.0	0	0	0	0	0	0	0	0.0											0	0	0.0	0.0	0	1	0	0	0	0	1	0	0														engqvist, gold	705, 13521	1391911
GCA_013346475.1	Acinetobacter lactucae	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria										soil						3958944.0	38.8	3586.0				6.0	73.0	0	0.0	0	0	0	0	0	0	0	1.0										100.0	0	0	0.0	0.0	0	3	1	1	0	0	0	1	1						39431.869								genbank, gold, rrndb	7852, 13521	1785128
GCA_006716425.1	Actinoallomurus bryophytorum	Actinoallomurus	Thermomonosporaceae	Streptosporangiales	Actinobacteria	Actinobacteria	Bacteria																					28.0			0	0.0	0	0	0	0	0	0	0	0.0											0	0	0.0	0.0	0	0	0	0	0	0	1	0	0											0.0			engqvist	705	1490222
GCA_000691805.2	Weissella oryzae	Weissella	Leuconostocaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	positive	aerobic		arabinose, fructose, galactose, gluconic acid, glucose, maltose, mannose, melibiose, N-acetylgulcosamine, ribose, trehalose, xylose	no	no			bacillus	host_plant	0.8		1.95			2129279.0	38.9				30.0			1		0	1	2	2	0	0	2	1.0	100.0			100.0	100.0	100.0			100.0	100.0	1	0	1.0	0.0	0	2	1	0	0	0	1	0	0						0.0								bacdive-microa, engqvist, fierer, gold, patric	151, 705, 5526, 13521, 19897	1129792
GCA_900497695.1	Pseudomonas wadenswilerensis	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria		aerobic																						0	1.0	0	0	0	0	0	0	0	0.0		100.0									0	0	0.0	0.0	0	0	0	0	0	0	0	0	0														pasteur		1785161
GCA_900536025.1	Pseudomonas reidholzensis	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria		aerobic																						0	1.0	0	0	0	0	0	0	0	0.0		100.0									0	0	0.0	0.0	0	0	0	0	0	0	0	0	0														pasteur		1785162
GCA_002156475.1	Vibrio gigantis	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	negative	facultative		cellobiose, fructose, galactose, glucose, glycerol, glycogen, mannitol, mannose, melibiose, N-acetylgulcosamine, ribose, trehalose		flagella				host_animal_ectotherm	1.0		2.5						4.0		24.0			1	1.0	0	1	0	1	0	0	0	1.0	100.0	50.0		100.0		100.0				100.0	1	0	1.0	0.0	0	0	0	0	1	0	1	0	0														engqvist, fierer, gold, pasteur	705, 5486, 13521	296199
GCA_004364345.1	Prosthecobacter fusiformis	Prosthecobacter	Verrucomicrobiaceae	Verrucomicrobiales	Verrucomicrobiae	Verrucomicrobia	Bacteria	negative					no			fusiform	water_fresh						5828112.0					30.0			1	0.0	0	0	0	1	0	0	1	1.0	100.0					100.0			100.0	100.0	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0														engqvist, gold	705, 13521	48464
GCA_014203045.1	Prosthecobacter dejongeii	Prosthecobacter	Verrucomicrobiaceae	Verrucomicrobiales	Verrucomicrobiae	Verrucomicrobia	Bacteria	negative	aerobic				no			bacillus	wastewater											26.0			1	1.0	0	0	0	1	0	0	1	1.0	100.0	100.0				100.0			100.0	100.0	0	0	0.0	0.0	0	0	0	0	0	0	1	0	0														engqvist, gold	705, 13521	48465
GCA_014203095.1	Prosthecobacter vanneervenii	Prosthecobacter	Verrucomicrobiaceae	Verrucomicrobiales	Verrucomicrobiae	Verrucomicrobia	Bacteria	negative	aerobic								water_fresh											26.0			1	1.0	0	0	0	0	0	0	0	1.0	100.0	100.0								100.0	0	0	0.0	0.0	0	0	0	0	0	0	1	0	0														engqvist, gold	705, 13521	48466
GCA_900167535.1	Prosthecobacter debontii	Prosthecobacter	Verrucomicrobiaceae	Verrucomicrobiales	Verrucomicrobiae	Verrucomicrobia	Bacteria	negative															6292356.0					26.0			1	0.0	0	0	0	0	0	0	0	0.0	100.0										0	0	0.0	0.0	0	1	0	0	0	0	1	0	0														engqvist, gold	705, 13521	48467
GCA_000011345.1	Thermosynechococcus elongatus	Thermosynechococcus	Synechococcaceae	Synechococcales		Cyanobacteria	Bacteria	negative				no		thermophilic		bacillus	water_hotspring					5.4	2593857.6	53.9	2476.0	55.0		47.5	1.0	42.0	3	0.0	0	0	1	0	1	0	2	1.0	100.0				100.0		100.0		100.0	100.0	0	0	0.0	0.0	1	5	2	2	3	0	2	1	1						1.3419999999999999	0.0	0.0	0.0		3.536			engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, silva	705, 5838, 13521, 15147, 15332, 19891, 19897, 19908, 20216	146786
GCA_014197065.1	Ochrobactrum pecoris	Ochrobactrum	Brucellaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria	negative									host_animal_endotherm											30.0			1	0.0	0	0	0	0	0	0	0	1.0	100.0									100.0	0	0	0.0	0.0	0	0	0	0	0	0	1	0	0														engqvist, gold	705, 13521	867683
GCA_013402795.1	Costertonia aggregata	Costertonia	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	negative	obligate aerobic	nitrate_reduction, denitrification, nitrite_reduction, nitrous_oxide_reduction, aerobic_chemo_heterotrophy	adonitol, alanine, arabinose, arabitol, asparagine, aspartate, cellobiose, dextrin, fructose, fucose, galactose, glucose, glutamate, glycogen, histidine, lactose, leucine, maltose, mannitol, mannose, melibiose, ornithine, proline, raffinose, rhamnose, serine, sorbitol, sucrose, threonine, trehalose, xylitol	no	yes			bacillus	biofilm	0.35	0.41	0.5	0.57					29.0	7.75				1	1.0	14	1	1	1	0	0	1	1.0	100.0	100.0	100.0	100.0	100.0	100.0			100.0	100.0	1	1	1.0	1.0	0	0	0	0	1	1	0	0	0														faprotax, fierer, gold	999, 2608, 13521	343403
GCA_000427685.1	Haloplanus natans	Haloplanus	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	Archaea	negative	obligate aerobic	nitrate_reduction	acetate, glucose, ribose		yes			pleomorphic	built_environment_surfaces	2.0	8.0	2.5	8.0		3797935.0			40.0		37.0			1	2.0	1	1	0	1	0	0	1	1.0	100.0	100.0	100.0	100.0		100.0			100.0	50.0	1	1	2.0	2.0	0	1	0	0	2	0	1	0	0		0.0	0.0	0.0					0.0					engqvist, fierer, gold, bergeys	705, 3173, 13521	376171
GCA_008330945.1	Labrys neptuniae	Labrys	Xanthobacteraceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria	negative	obligate aerobic	nitrate_reduction	2-aminethanol, acetate, adonitol, alanine, alaninamide, arabinose, arabitol, asparagine, aspartate, carnitine, cellobiose, formic acid, fructose, fucose, galactose, galacturonic acid, gamma-aminobutyric acid, glucuronamide, glucose, glutamate, glycerol, glycogen, histidine, hyrdoxyproline, inosine, lactate, leucine, malate, malonate, mannitol, mannose, melibiose, methyl pyruvate, methyl beta-D-glucoside, myo-inositol, N-acetylgulcosamine, ornithine, proline, propionate, putrescine, raffinose, rhamnose, serine, sorbitol, succinate, threonine, thymidine, trehalose, Tween 40, Tween 80, uridine, urocanic acid, xylitol	no	no			bacillus	host_plant	0.8		1.35						29.0	7.5				1	1.0	1	1	1	1	0	0	1	1.0	100.0	100.0	100.0	100.0	100.0	100.0			100.0	100.0	1	0	1.0	0.0	0	0	0	0	1	1	0	0	0														fierer, gold	3386, 13521	376174
GCA_003335525.1	Blastopirellula cremea	Blastopirellula	Planctomycetaceae	Planctomycetales	Planctomycetia	Planctomycetes	Bacteria		obligate aerobic		acetate, alpha-ketovaleric acid, arabitol, cellobiose, fructose, fucose, galacturonic acid, gluconic acid, glucose, glycerol, lactate, lactose, mannitol, melibiose, methyl beta-D-glucoside, myo-inositol, ribose, sucrose, Tween 40		flagella			coccobacillus	host_animal_ectotherm	1.0		1.05						30.0	7.0				0	1.0	0	1	0	1	0	0	1	1.0		100.0		100.0		100.0			100.0	100.0	1	0	1.0	0.0	0	0	0	0	1	1	0	0	0	0.0		0.0						0.0	0.0				fierer	2279	1031537
GCA_006148955.1	Neptunomonas concharum	Neptunomonas	Oceanospirillaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria		facultative	nitrate_reduction	methyl beta-D-glucoside		yes			bacillus	host_animal_ectotherm	0.55		1.1						37.0	7.5				0	1.0	1	1	0	1	0	0	1	1.0		100.0	100.0	100.0		100.0			100.0	100.0	1	0	1.0	0.0	0	0	0	0	1	1	0	0	0	0.0		0.0						0.0	0.0				fierer	4029	1031538
GCA_900188335.1	Tropicimonas sediminicola	Tropicimonas	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria		obligate aerobic	nitrate_reduction	acetate, alpha-ketovaleric acid, arabitol, fucose, gluconic acid, glucose, glutamate, inosine, malate, melibiose, myo-inositol, propionate, pyruvic acid methyl ester, serine, sorbitol, thymidine, xylose		no			bacillus	sediment_marine	0.5		1.25			5174220.0			37.0	7.0	37.0			0	1.0	1	1	0	1	0	0	1	1.0		100.0	100.0	100.0		100.0			100.0	100.0	1	0	1.0	0.0	0	1	0	0	1	1	1	0	0														engqvist, fierer, gold	705, 5438, 13521	1031541
GCA_900454895.1	Phocoenobacter uteri	Phocoenobacter	Pasteurellaceae	Pasteurellales	Gammaproteobacteria	Proteobacteria	Bacteria	negative																				37.0			1	0.0	0	0	0	0	0	0	0	0.0	100.0										0	0	0.0	0.0	0	0	0	0	0	0	1	0	0														engqvist, gold	705, 13521	146806
GCA_002102185.1	Mycobacterium fragae	Mycobacterium	Mycobacteriaceae	Corynebacteriales	Actinobacteria	Actinobacteria	Bacteria						no			bacillus	host_animal_endotherm_oral											37.0			0	0.0	0	0	0	1	0	0	1	1.0						100.0			100.0	100.0	0	0	0.0	0.0	0	0	0	0	0	0	1	0	0														engqvist, fierer	705, 3961	1260918
GCA_008245045.1	Campylobacter volucris	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	negative	microaerophilic	nitrate_reduction		no	flagella			bacillus	host_animal_endotherm						1517949.25	28.6	1485.3329999999999	37.0	4.0	37.0	3.0	43.0	2	2.0	2	0	3	2	0	0	3	2.0	100.0	66.7	100.0		100.0	100.0			100.0	100.0	0	0	0.0	0.0	0	4	1	3	1	1	1	2	2						0.5		5.507999999999999				0.0	0.0	bacdive-microa, engqvist, fierer, genbank, gold, jemma-refseq, kegg, rrndb	151, 705, 2398, 6807, 13521, 13800, 18475	1031542
GCA_900104455.1	Dendrosporobacter quercicolus	Dendrosporobacter	Sporomusaceae	Selenomonadales	Negativicutes	Firmicutes	Bacteria	negative	anaerobic			yes	yes			bacillus		0.5		3.0			4130502.0			27.5		35.0			1	1.0	0	0	1	1	0	0	1	0.0	100.0	100.0			100.0	100.0			100.0		1	0	1.0	0.0	0	1	0	0	1	0	2	0	0											2.8280000000000003			engqvist, gold	705, 13521	146817
GCA_001904715.1	Nostoc calcicola	Nostoc	Nostocaceae	Nostocales		Cyanobacteria	Bacteria										water											22.0			0	0.0	0	0	0	0	0	0	0	1.0										100.0	0	0	0.0	0.0	0	0	0	0	0	0	1	0	0														engqvist, gold	705, 13521	212354
GCA_001550375.1	Streptomyces europaeiscabiei	Streptomyces	Streptomycetaceae	Streptomycetales	Actinobacteria	Actinobacteria	Bacteria	positive	aerobic								host_plant						9859048.75					29.0			1	1.0	0	0	0	0	0	0	0	2.0	100.0	100.0								100.0	0	0	0.0	0.0	0	4	0	0	0	0	1	0	0						859487.786								engqvist, gold, pasteur	705, 13521	146819
GCA_001189035.1	Streptomyces stelliscabiei	Streptomyces	Streptomycetaceae	Streptomycetales	Actinobacteria	Actinobacteria	Bacteria	positive	aerobic														10156192.5					29.0			1	1.0	0	0	0	0	0	0	0	0.0	100.0	100.0									0	0	0.0	0.0	0	2	0	0	0	0	1	0	0						251515.76100000003								engqvist, gold, pasteur	705, 13521	146820
GCA_002154675.1	Streptomyces reticuliscabiei	Streptomyces	Streptomycetaceae	Streptomycetales	Actinobacteria	Actinobacteria	Bacteria	positive	aerobic																			29.0			1	1.0	0	0	0	0	0	0	0	0.0	100.0	100.0									0	0	0.0	0.0	0	0	0	0	0	0	1	0	0														engqvist, gold, pasteur	705, 13521	146821
GCA_014397255.1	Weissella diestrammenae	Weissella	Leuconostocaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria		aerobic		dextrin, fructose, gluconic acid, glucose, inosine, lactate, maltose, mannose, N-acetylgulcosamine, ribose, uridine		no			coccus	host_animal_ectotherm	0.6		1.1						30.0	7.0	30.0			0		0	1	0	1	0	0	1	1.0				100.0		100.0			100.0	100.0	1	0	1.0	0.0	0	0	0	0	1	1	1	0	0														bacdive-microa, engqvist, fierer	151, 705, 5522	1162633
GCA_000023945.1	Halorhabdus utahensis	Halorhabdus	Haloarculaceae	Halobacteriales	Halobacteria	Euryarchaeota	Archaea	negative	aerobic			no		mesophilic	extreme-halophilic		sediment	0.5	1.0	2.0	10.0		3116796.0	62.9	2936.667	50.0	6.9	37.0	1.0	44.0	3	2.0	0	0	2	0	1	1	0	1.0	100.0	100.0			100.0		100.0	100.0		100.0	1	1	1.0	1.0	0	5	2	3	3	1	1	2	2	0.0	0.0	0.0	0.0		2.2359999999999998	0.0	54.684	0.0			0.0	0.0	engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, bergeys	705, 6602, 13521, 14234, 16200, 19891, 19897, 19908	146826
GCA_000717725.1	Streptomyces pyridomyceticus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinobacteria	Actinobacteria	Bacteria										soil						6312990.0					26.0			0	0.0	0	0	0	0	0	0	0	1.0										100.0	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0														engqvist, gold	705, 13521	68260
GCA_001579275.1	Corynebacterium simulans	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinobacteria	Actinobacteria	Bacteria	positive	aerobic	fermentation, nitrate_reduction							host_animal_endotherm						2684860.2860000003	59.15	2425.75			37.0	4.0	52.0	3	5.0	3	0	0	0	0	0	0		100.0	100.0	100.0								0	0	0.0	0.0	0	7	2	4	0	0	1	2	3						67994.618	0.212	111.60799999999999				0.0	0.0	engqvist, faprotax, genbank, gold, jemma-refseq, kegg, pasteur, rrndb	705, 767, 7797, 8353, 13521, 13983, 19136	146827
GCA_013409935.1	Streptosporangium sandarakinum	Streptosporangium	Streptosporangiaceae	Streptosporangiales	Actinobacteria	Actinobacteria	Bacteria		obligate aerobic		3-hydroxybutyrate, adonitol, arabinose, cellobiose, fructose, galactose, glucose, maltose, mannitol, mannose, N-acetylgulcosamine, putrescine, ribose, trehalose, xylose	yes	no			coccus	soil									29.0	7.5	27.0			0	1.0	0	1	1	1	0	0	1	1.0		50.0		100.0	100.0	100.0			100.0	100.0	0	0	0.0	0.0	0	0	0	0	1	1	1	0	0														engqvist, fierer, pasteur	705, 5271	1260955
GCA_001270065.2	Limnohabitans planktonicus	Limnohabitans	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	negative	facultative		glutamate, glycerol, mannose, proline, pyruvate, succinate, tryptophan	no	no	mesophilic		bacillus	water_fresh	0.3	0.4	0.9			4742254.0	58.85		25.0	7.0	20.0			2	2.0	0	1	1	1	1	0	2	1.0	100.0	66.7		100.0	100.0	100.0	100.0		100.0	100.0	1	1	1.0	0.0	0	1	1	0	2	1	1	0	0									7.071000000000001					engqvist, fierer, gold, pasteur, patric	705, 3526, 13521, 19897	540060
GCA_003063455.1	Limnohabitans parvus	Limnohabitans	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	negative	facultative		glutamate, glycerol, mannose, proline, pyruvate, succinate, tryptophan	no	no			bacillus	water_fresh	0.3		0.6						30.0	7.0	26.0			1	1.0	0	1	1	1	0	0	1	1.0	100.0	50.0		100.0	100.0	100.0			100.0	100.0	1	0	1.0	0.0	0	0	0	0	1	1	1	0	0														engqvist, fierer, gold, pasteur	705, 3526, 13521	540061
GCA_014266025.1	Nocardioides deserti	Nocardioides	Nocardioidaceae	Propionibacteriales	Actinobacteria	Actinobacteria	Bacteria																					28.0			0	0.0	0	0	0	0	0	0	0	0.0											0	0	0.0	0.0	0	0	0	0	0	0	1	0	0											0.0			engqvist	705	1588644
GCA_000091165.1	Candidatus Methylomirabilis oxyfera	Candidatus Methylomirabilis				candidate division NC10	Bacteria	negative		denitrification, methylotrophy, nitrite_reduction, methane_oxidation, nitrous_oxide_reduction, hydrocarbon_degradation		no											2752852.0	58.6	3072.0	27.5	7.5			47.0	2	0.0	12	0	1	0	0	0	0	0.0	100.0		100.0		100.0						0	0	0.0	0.0	0	2	1	2	1	1	0	0	1						2.8280000000000003		0.0						faprotax, genbank, kegg, microbe-directory, protraits	714, 715, 6918, 17238, 19891, 19908	671143
GCA_000269865.1	Fictibacillus macauensis	Fictibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	positive	facultative		cellobiose, galactose, lactate, malate, mannitol, mannose, pyruvate, rhamnose, ribose, salicin, sucrose	yes				bacillus	water_groundwater_surface	0.8	1.2	2.0	5.0		3736359.0			30.0	8.5	30.0			3	1.0	0	1	2	0	0	0	1	2.0	100.0	50.0		100.0	100.0				100.0	100.0	1	1	1.0	1.0	0	1	0	0	2	1	1	0	0									0.0					engqvist, fierer, gold, microbe-directory, pasteur, protraits	705, 2189, 13521, 19891, 19908	245160
GCA_001558695.1	Paramesorhizobium deserti	Paramesorhizobium	Phyllobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria																5478372.0								0	0.0	0	0	0	0	0	0	0	0.0											0	0	0.0	0.0	0	1	0	0	0	0	0	0	0						0.0								gold	13521	1494590
GCA_009791395.1	Halomarina oriensis	Halomarina	Halobacteriaceae	Halobacteriales	Halobacteria	Euryarchaeota	Archaea	negative	aerobic									0.6	2.0												1	1.0	0	0	0	0	0	0	0	0.0	100.0	100.0									1	1	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0												gold, bergeys	13521	671145
GCA_001438725.1	Pediococcus inopinatus	Pediococcus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	positive	aerobic								food_fermented						2156177.667	38.65	2131.0			30.0		63.0	1	1.0	0	0	0	0	0	0	0	1.0	100.0	100.0								100.0	0	0	0.0	0.0	0	3	1	1	0	0	1	0	1						135798.37900000002								engqvist, genbank, gold, pasteur	705, 8366, 13521	114090
GCA_001593985.1	Clostridium colicanis	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria		anaerobic	nitrate_reduction		yes		mesophilic		bacillus	host_animal_endotherm_intestinal	0.9	1.0	3.0	10.0		3028640.25	26.1		38.5	7.0	37.0			0	3.0	1	0	3	0	1	0	1	1.0		100.0	100.0		100.0		100.0		100.0	50.0	1	1	1.0	1.0	0	4	1	0	2	1	1	0	0						488754.527			0.0					engqvist, faprotax, gold, microbe-directory, pasteur, patric, protraits	705, 755, 13521, 19891, 19897, 19908	179628
GCA_007830535.1	Extensimonas vulgaris	Extensimonas	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria		obligate aerobic	nitrate_reduction	alanine, asparagine, citrate, glutamate, malonate, salicin, succinate	no	flagella			bacillus	wastewater	0.85		1.6			3097646.0			48.0	7.25				0	1.0	1	1	1	1	0	0	1	1.0		50.0	100.0	100.0	100.0	100.0			100.0	100.0	1	0	1.0	0.0	0	1	0	0	1	1	0	0	0														fierer, gold	2853, 13521	1031594
GCA_013248965.1	Psychrobacter okhotskensis	Psychrobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	negative	aerobic																			20.0			1	1.0	0	0	0	0	0	0	0	0.0	100.0	100.0									0	0	0.0	0.0	0	0	0	0	0	0	1	0	0														engqvist, gold, pasteur	705, 13521	212403
GCA_012530715.1	Alicycliphilus denitrificans	Alicycliphilus	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	negative	facultative	nitrate_reduction		no	no	mesophilic		bacillus	sludge						4953231.5	65.32	4615.2	30.0		29.0	3.0	53.333	7	5.0	3	0	3	2	3	0	4	1.0	100.0	83.3	100.0		100.0	66.7	100.0		100.0	50.0	0	0	0.0	0.0	0	8	5	5	1	0	1	3	3						125633.36300000001	4.211	90.229				0.0	1.155	engqvist, faprotax, genbank, gold, jemma-refseq, kegg, microbe-directory, pasteur, patric, protraits, rrndb	705, 774, 6426, 8762, 13521, 13585, 16504, 16569, 19891, 19897, 19908	179636
GCA_900110065.1	Loktanella fryxellensis	Loktanella	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	negative	obligate aerobic	aerobic_chemo_heterotrophy	Tween 80	no	no			bacillus	biofilm	1.0		2.5			3551153.0			25.0		22.0			1	1.0	2	1	1	1	0	0	1	1.0	100.0	50.0	100.0	100.0	100.0	100.0			100.0	100.0	1	0	1.0	0.0	0	1	0	0	1	0	1	0	0														engqvist, faprotax, fierer, gold, pasteur	705, 1471, 3545, 13521	245187
GCA_002158905.1	Loktanella vestfoldensis	Loktanella	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	negative	aerobic	aerobic_chemo_heterotrophy	Tween 80	no	no	mesophilic	halotolerant	bacillus	water_marine	1.0		3.25	4.0		3744241.5	60.827	3893.0	25.0		22.0	2.0	43.0	6	4.0	2	1	5	4	2	1	5	1.0	100.0	80.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	25.0	2	0	2.0	1.0	0	6	3	2	4	0	1	1	1	0.0		0.354			358236.217	0.909	60.81100000000001	0.0					engqvist, faprotax, fierer, genbank, gold, kegg, microbe-directory, patric, protraits, rrndb	705, 1471, 3545, 6160, 13521, 19515, 19891, 19897, 19908	245188
GCA_009569385.1	Streptomyces kaniharaensis	Streptomyces	Streptomycetaceae	Streptomycetales	Actinobacteria	Actinobacteria	Bacteria																					26.0			0	0.0	0	0	0	0	0	0	0	0.0											0	0	0.0	0.0	0	0	0	0	0	0	1	0	0											0.0			engqvist	705	212423
GCA_007671675.1	Marinobacter maritimus	Marinobacter	Alteromonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	negative	obligate aerobic	denitrification, hydrocarbon_degradation	alanine, fructose, mannitol, proline, Tween 20, Tween 60, Tween 80, xylose	no	yes			bacillus	water_marine	1.85		6.6						22.0	8.5	24.0			1	1.0	4	1	1	1	0	0	1	2.0	100.0	50.0	100.0	100.0	100.0	100.0			100.0	100.0	1	0	1.0	0.0	0	0	0	0	1	1	1	0	0														engqvist, faprotax, fierer, gold, pasteur	705, 1033, 3659, 13521	277961
GCA_900639875.1	Legionella impletisoli	Legionella	Legionellaceae	Legionellales	Gammaproteobacteria	Proteobacteria	Bacteria	negative									soil_contaminated											37.0			1	0.0	0	0	0	0	0	0	0	1.0	100.0									100.0	0	0	0.0	0.0	0	0	0	0	0	0	1	0	0														engqvist, gold	705, 13521	343510
GCA_003990045.1	Labedella endophytica	Labedella	Microbacteriaceae	Micrococcales	Actinobacteria	Actinobacteria	Bacteria																					28.0			0	0.0	0	0	0	0	0	0	0	0.0											0	0	0.0	0.0	0	0	0	0	0	0	1	0	0											0.0			engqvist	705	1523160
