Assembly ID	superkingdom	phylum	class	order	family	genus	species
GCA_003363795.1	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas campestris
GCA_900105885.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas guangdongensis
GCA_000168275.1	Bacteria	Proteobacteria	Deltaproteobacteria	U. Deltaproteobacteria	U. U. Deltaproteobacteria	U. U. U. Deltaproteobacteria	delta proteobacterium MLMS-1
GCA_001401545.2	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas citri
GCA_004319505.1	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas oryzae
GCA_008125065.1	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Zoogloea	Zoogloea ramigera
GCA_004327955.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Azotobacter	Azotobacter chroococcum
GCA_900119555.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Azotobacter	Azotobacter vinelandii
GCA_000226975.3	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Halobiforma	Halobiforma lacisalsi
GCA_011684035.1	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Agrobacterium	Agrobacterium tumefaciens
GCA_013321785.1	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Agrobacterium	Agrobacterium rhizogenes
GCA_003470885.1	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Roseburia	Roseburia inulinivorans
GCA_001648015.1	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	Wolbachia endosymbiont of Dactylopius coccus
GCA_000455325.1	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium septicum
GCA_002847605.1	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Pseudoglutamicibacter	Pseudoglutamicibacter albus
GCA_008973725.1	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter luteolus
GCA_001613145.1	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia jejuensis
GCA_013317445.1	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Agrobacterium	Agrobacterium vitis
GCA_002108935.1	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium japonicum
GCA_009601405.1	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Sinorhizobium	Sinorhizobium fredii
GCA_001510895.1	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium loti
GCA_004001905.1	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Sinorhizobium	Sinorhizobium meliloti
GCA_004305605.1	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium	Rhizobium leguminosarum
GCA_000429465.1	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Algoriphagus	Algoriphagus vanfongensis
GCA_009749385.1	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Agromyces	Agromyces allii
GCA_001664425.1	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium	Rhizobium phaseoli
GCA_000421845.1	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Leucobacter	Leucobacter chironomi
GCA_000374625.1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Brachymonas	Brachymonas chironomi
GCA_008370325.1	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium	Rhizobium tropici
GCA_008806425.1	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Neorhizobium	Neorhizobium galegae
GCA_003439315.1	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Megamonas	Megamonas rupellensis
GCA_005502435.1	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Methylophilaceae	Methylobacillus	Methylobacillus flagellatus
GCA_000330725.2	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Mariniradius	Mariniradius saccharolyticus
GCA_003096615.1	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium organophilum
GCA_007989205.1	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	Methylorubrum	Methylorubrum extorquens
GCA_000424685.1	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylococcus	Methylococcus capsulatus
GCA_001644045.1	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylomonas	Methylomonas methanica
GCA_003207815.1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Komagataeibacter	Komagataeibacter oboediens
GCA_002738225.1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter pomorum
GCA_000178815.2	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Methylocystaceae	Methylosinus	Methylosinus trichosporium
GCA_004362145.1	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinomonas	Marinomonas balearica
GCA_009811675.1	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Methylocystaceae	Methylosinus	Methylosinus sporium
GCA_003387375.1	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinomonas	Marinomonas pollencensis
GCA_002723895.1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter aceti
GCA_006539705.1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Komagataeibacter	Komagataeibacter hansenii
GCA_004346035.1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidomonas	Acidomonas methanolica
GCA_000511175.1	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Sediminibacterium	Sediminibacterium salmoneum
GCA_001183745.1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter pasteurianus
GCA_011927685.1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Thalassospira	Thalassospira tepidiphila
GCA_001580815.1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconobacter	Gluconobacter oxydans
GCA_000153125.2	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Congregibacter	Congregibacter litoralis
GCA_900172235.1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudoruegeria	Pseudoruegeria aquimaris
GCA_900049265.1	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella pneumophila
GCA_001648595.1	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Fluoribacter	Fluoribacter bozemanae
GCA_900639845.1	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella erythra
GCA_900452565.1	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella hackeliae
GCA_011465395.1	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella longbeachae
GCA_001648625.1	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Tatlockia	Tatlockia micdadei
GCA_900186965.1	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella spiritensis
GCA_900639755.1	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella feeleii
GCA_004571175.1	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella israelensis
GCA_900639895.1	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella jordanis
GCA_900640015.1	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella rubrilucens
GCA_900452835.1	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella steigerwaltii
GCA_900450695.1	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Fluoribacter	Fluoribacter dumoffii
GCA_001467685.1	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Fluoribacter	Fluoribacter gormanii
GCA_001512985.1	Bacteria	Tenericutes	Mollicutes	Acholeplasmatales	U. Acholeplasmatales	U. U. Acholeplasmatales	Acholeplasmatales bacterium DTU056
GCA_900167045.1	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Tatlockia	Legionella maceachernii
GCA_001513225.1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	U. Alcaligenaceae	Alcaligenaceae bacterium DTU041
GCA_001512605.1	Bacteria	Firmicutes	Clostridia	U. Clostridia	U. U. Clostridia	U. U. U. Clostridia	Clostridia bacterium DTU014
GCA_001513185.1	Bacteria	Firmicutes	Clostridia	U. Clostridia	U. U. Clostridia	U. U. U. Clostridia	Clostridia bacterium DTU015
GCA_001512835.1	Bacteria	Firmicutes	Clostridia	U. Clostridia	U. U. Clostridia	U. U. U. Clostridia	Clostridia bacterium DTU022
GCA_001513145.1	Bacteria	Firmicutes	Clostridia	U. Clostridia	U. U. Clostridia	U. U. U. Clostridia	Clostridia bacterium DTU025
GCA_001513125.1	Bacteria	Firmicutes	Clostridia	U. Clostridia	U. U. Clostridia	U. U. U. Clostridia	Clostridia bacterium DTU030
GCA_001512545.1	Bacteria	Firmicutes	Clostridia	U. Clostridia	U. U. Clostridia	U. U. U. Clostridia	Clostridia bacterium DTU065
GCA_001512905.1	Bacteria	Firmicutes	Clostridia	U. Clostridia	U. U. Clostridia	U. U. U. Clostridia	Clostridia bacterium DTU084
GCA_001512425.1	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	U. Clostridiaceae	Clostridiaceae bacterium DTU054
GCA_001512555.1	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	U. Clostridiaceae	Clostridiaceae bacterium DTU059
GCA_001512505.1	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	U. Clostridiaceae	Clostridiaceae bacterium DTU079
GCA_001512825.1	Bacteria	Firmicutes	Clostridia	Eubacteriales	U. Clostridiales	U. U. Clostridiales	Clostridiales bacterium DTU010
GCA_001513205.1	Bacteria	Firmicutes	Clostridia	Eubacteriales	U. Clostridiales	U. U. Clostridiales	Clostridiales bacterium DTU012
GCA_001512805.1	Bacteria	Firmicutes	Clostridia	Eubacteriales	U. Clostridiales	U. U. Clostridiales	Clostridiales bacterium DTU013
GCA_001512945.1	Bacteria	Firmicutes	Clostridia	Eubacteriales	U. Clostridiales	U. U. Clostridiales	Clostridiales bacterium DTU023
GCA_001512625.1	Bacteria	Firmicutes	Clostridia	Eubacteriales	U. Clostridiales	U. U. Clostridiales	Clostridiales bacterium DTU036
GCA_001512745.1	Bacteria	Firmicutes	Clostridia	Eubacteriales	U. Clostridiales	U. U. Clostridiales	Clostridiales bacterium DTU032
GCA_001512765.1	Bacteria	Firmicutes	Clostridia	Eubacteriales	U. Clostridiales	U. U. Clostridiales	Clostridiales bacterium DTU053
GCA_001512725.1	Bacteria	Firmicutes	Clostridia	Eubacteriales	U. Clostridiales	U. U. Clostridiales	Clostridiales bacterium DTU058
GCA_001512485.1	Bacteria	Firmicutes	Clostridia	Eubacteriales	U. Clostridiales	U. U. Clostridiales	Clostridiales bacterium DTU069
GCA_001513105.1	Bacteria	Firmicutes	Clostridia	Eubacteriales	U. Clostridiales	U. U. Clostridiales	Clostridiales bacterium DTU070
GCA_001512685.1	Bacteria	Firmicutes	Clostridia	Eubacteriales	U. Clostridiales	U. U. Clostridiales	Clostridiales bacterium DTU072
GCA_008015255.1	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Thauera	Thauera aminoaromatica
GCA_001512665.1	Bacteria	Firmicutes	Clostridia	Eubacteriales	U. Clostridiales	U. U. Clostridiales	Clostridiales bacterium DTU073
GCA_003148775.1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseicyclus	Roseicyclus mahoneyensis
GCA_001513075.1	Bacteria	Firmicutes	Clostridia	Eubacteriales	U. Clostridiales	U. U. Clostridiales	Clostridiales bacterium DTU074
GCA_900453875.1	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Bergeriella	Bergeriella denitrificans
GCA_001513065.1	Bacteria	Firmicutes	Clostridia	Eubacteriales	U. Clostridiales	U. U. Clostridiales	Clostridiales bacterium DTU075
GCA_902374455.1	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria macacae
GCA_014191015.1	Bacteria	Actinobacteria	Actinomycetia	Kineosporiales	Kineosporiaceae	Kineococcus	Kineococcus radiotolerans
GCA_003148585.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter immobilis
GCA_008806755.1	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	Tenacibaculum aiptasiae
GCA_014212175.1	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Cohnella	Cohnella xylanilytica
GCA_014212135.1	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Cohnella	Cohnella thailandensis
GCA_001512865.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	U. Rikenellaceae	Rikenellaceae bacterium DTU002
GCA_001513025.1	Bacteria	Proteobacteria	Gammaproteobacteria	U. Gammaproteobacteria	U. U. Gammaproteobacteria	U. U. U. Gammaproteobacteria	Gammaproteobacteria bacterium DTU037
GCA_001513245.1	Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptococcaceae	U. Peptococcaceae	Peptococcaceae bacterium DTU027
GCA_014054985.1	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella	Kingella oralis
GCA_900169325.1	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella	Kingella denitrificans
GCA_000442315.1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	Rubellimicrobium thermophilum
GCA_001458475.1	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella	Kingella kingae
GCA_002120045.1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Alcaligenes	Alcaligenes faecalis
GCA_900156495.1	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae	Williamsia	Williamsia sterculiae
GCA_004363695.1	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium cheniae
GCA_004006815.1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella bronchiseptica
GCA_009626835.1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella parapertussis
GCA_002289405.1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella pertussis
GCA_003581285.1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella avium
GCA_000016725.1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidiphilium	Acidiphilium cryptum
GCA_900156265.1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidiphilium	Acidiphilium rubrum
GCA_000931715.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter beijerinckii
GCA_008932675.1	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Brucellaceae	Brucella	Brucella anthropi
GCA_000153225.1	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter irgensii
GCA_000019845.1	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Beijerinckia	Beijerinckia indica
GCA_900460965.1	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Chromobacterium	Chromobacterium violaceum
GCA_900451195.1	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Iodobacter	Iodobacter fluviatilis
GCA_001648245.1	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Eikenella	Eikenella corrodens
GCA_006715935.1	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Zymomonas	Zymomonas mobilis
GCA_001050195.2	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolinea	Anaerolinea thermolimosa
GCA_001050275.1	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Leptolinea	Leptolinea tardivitalis
GCA_002155305.1	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Erythrobacter	Erythrobacter dokdonensis
GCA_900100845.1	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Natronincola	Natronincola ferrireducens
GCA_001866005.1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anaerobacillus	Anaerobacillus alkalilacustris
GCA_003350185.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter koseri
GCA_013336945.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter freundii
GCA_001306035.1	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Levilinea	Levilinea saccharolytica
GCA_900637945.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella aerogenes
GCA_014353705.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea agglomerans
GCA_900258455.1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus fuchuensis
GCA_000010985.1	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacteraceae	Deferribacter	Deferribacter desulfuricans
GCA_000784725.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Dickeya	Dickeya chrysanthemi
GCA_012367125.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia amylovora
GCA_002959555.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea ananatis
GCA_003594975.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Pectobacterium	Pectobacterium carotovorum
GCA_000310225.1	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Thauera	Thauera phenylacetica
GCA_001262785.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
GCA_013838265.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia fergusonii
GCA_902159675.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Atlantibacter	Atlantibacter hermannii
GCA_003253795.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Hafniaceae	Hafnia	Hafnia alvei
GCA_902164285.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella oxytoca
GCA_001904165.4	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae
GCA_004377485.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Alkanindiges	Alkanindiges illinoisensis
GCA_004345285.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Raoultella	Raoultella planticola
GCA_902706335.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Raoultella	Raoultella terrigena
GCA_001266615.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Kluyvera	Kluyvera genomosp. 1
GCA_014283925.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Morganella	Morganella morganii
GCA_008705195.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus	Proteus mirabilis
GCA_902387915.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus	Proteus vulgaris
GCA_002984195.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Providencia	Providencia rettgeri
GCA_001439635.1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cecembensis
GCA_001316065.1	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Aeropyrum	Aeropyrum camini
GCA_000378105.1	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Rubritalea	Rubritalea marina
GCA_002506645.1	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Vulcanisaeta	Vulcanisaeta distributa
GCA_001316025.1	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Vulcanisaeta	Vulcanisaeta souniana
GCA_009906955.1	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Paraglaciecola	Paraglaciecola mesophila
GCA_003075015.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia liquefaciens
