assembly ID	Length	GC-content	Present Markers	Completeness	Redundancy	Weighted completeness	Weighted redundancy	Contigs	N50	L50	N90	L90	CDs	GC
GCA_900142635.1	-	-	104	0.9905	1.0192	0.9863	1.0127	-	-	-	-	-	3521	33.966171143053266
GCA_001590965.1	-	-	104	0.9905	1.0096	0.9724	1.0262	-	-	-	-	-	4094	65.55382100096583
GCA_001866055.1	-	-	104	0.9905	1.1538	0.9751	1.1859	-	-	-	-	-	4242	35.090084415153605
GCA_002025625.1	-	-	104	0.9905	1.1058	0.9814	1.1004	-	-	-	-	-	5113	53.28246478757279
GCA_004342905.1	-	-	105	1.0	1.019	1.0	1.053	-	-	-	-	-	3003	41.72819239942763
GCA_009688945.1	-	-	102	0.9714	1.0784	0.9609	1.0903	-	-	-	-	-	6339	56.62797752483785
GCA_900115585.1	-	-	105	1.0	1.0095	1.0	1.0167	-	-	-	-	-	2843	59.231539989575886
GCA_004362495.1	-	-	105	1.0	1.0762	1.0	1.0935	-	-	-	-	-	6601	66.00013004564381
GCA_000271305.1	-	-	101	0.9619	1.0198	0.9152	1.0344	-	-	-	-	-	4460	65.12905365834817
GCA_900110375.1	-	-	103	0.981	1.0	0.9747	1.0	-	-	-	-	-	3087	35.145468227054494
GCA_900099935.1	-	-	103	0.981	1.0194	0.9699	1.0281	-	-	-	-	-	5557	60.5180329893398
GCA_002932455.1	-	-	103	0.981	1.0	0.9590000000000001	1.0	-	-	-	-	-	2192	57.66069406849975
GCA_006716745.1	-	-	105	1.0	1.1143	1.0	1.1586	-	-	-	-	-	7972	72.27399272176581
GCA_008373105.1	-	-	105	1.0	1.0286	1.0	1.0497	-	-	-	-	-	4095	65.85149499593763
GCA_002102295.1	-	-	105	1.0	1.0286	1.0	1.0528	-	-	-	-	-	5504	69.51460789724794
GCA_009864945.1	-	-	102	0.9714	1.1275	0.9722	1.1386	-	-	-	-	-	9443	71.01971765805541
GCA_002272615.1	-	-	105	1.0	1.019	1.0	1.0494	-	-	-	-	-	4234	46.083960240421334
GCA_001270745.1	-	-	104	0.9905	1.0865	0.9998	1.1462	-	-	-	-	-	6599	71.10373804231772
GCA_001940735.1	-	-	105	1.0	1.0	1.0	1.0	-	-	-	-	-	3946	42.11063722750693
GCA_900167125.1	-	-	105	1.0	1.0095	1.0	1.0008	-	-	-	-	-	2854	57.301838408602435
GCA_008180725.1	-	-	105	1.0	1.019	1.0	1.0396	-	-	-	-	-	4561	39.82902921595281
GCA_001719185.1	-	-	105	1.0	1.0	1.0	1.0	-	-	-	-	-	4070	43.846263036896225
GCA_002019695.1	-	-	104	0.9905	1.0481	0.9849	1.0538	-	-	-	-	-	5259	37.81353086463768
GCA_002019665.1	-	-	105	1.0	1.0286	1.0	1.0561	-	-	-	-	-	4564	37.437477834017606
GCA_000429985.1	-	-	104	0.9905	1.0096	0.9918	1.0008	-	-	-	-	-	3441	43.02136848230871
GCA_011761235.1	-	-	103	0.981	1.0	0.9590000000000001	1.0	-	-	-	-	-	2909	69.73005462888122
GCA_000153185.1	-	-	99	0.9429	1.0505	0.9805	1.0563	-	-	-	-	-	4142	49.40339234128542
GCA_002128415.1	-	-	99	0.9429	1.0101	0.9099	1.0245	-	-	-	-	-	7472	63.58388710955528
GCA_000620945.1	-	-	103	0.981	1.0388	0.9731	1.0685	-	-	-	-	-	2316	50.48641942686685
GCA_002952315.1	-	-	104	0.9905	1.0865	0.9918	1.0533	-	-	-	-	-	3750	51.83430600307432
GCA_001746855.1	-	-	84	0.8	1.0	0.7658	1.0	-	-	-	-	-	1814	68.42660704471133
GCA_014202575.1	-	-	105	1.0	1.0286	1.0	1.0569	-	-	-	-	-	3229	40.300935905149295
GCA_001592945.1	-	-	102	0.9714	1.0196	0.9452	1.0332	-	-	-	-	-	3703	40.713574951944906
GCA_902829245.1	-	-	82	0.781	1.0366	0.7779	1.0354	-	-	-	-	-	3285	59.17135774205882
GCA_900129315.1	-	-	103	0.981	1.0097	0.9844	1.0170000000000001	-	-	-	-	-	4267	46.66872701834019
GCA_000423425.1	-	-	101	0.9619	1.0099	0.9567	1.0158	-	-	-	-	-	2759	62.50807563456306
GCA_004114915.1	-	-	104	0.9905	1.0096	0.9814	1.0227	-	-	-	-	-	7787	61.910906889139824
GCA_001642695.2	-	-	102	0.9714	1.0588	0.9613	1.0869	-	-	-	-	-	6248	73.85898898954333
GCA_000755985.1	-	-	105	1.0	1.019	1.0	1.0159	-	-	-	-	-	6306	66.93549323754402
GCA_001866515.1	-	-	103	0.981	1.0291	0.9881	1.0177	-	-	-	-	-	5079	65.79526343378184
GCA_000515355.1	-	-	91	0.8667	1.044	0.8136	1.0956	-	-	-	-	-	6025	70.05670703319178
GCA_900099915.1	-	-	103	0.981	1.0	0.9747	1.0	-	-	-	-	-	3278	34.30586399505995
GCA_900142885.1	-	-	103	0.981	1.0	0.9747	1.0	-	-	-	-	-	3422	34.524109251666175
GCA_007786285.1	-	-	105	1.0	1.0095	1.0	1.0151	-	-	-	-	-	4147	40.4545561571483
GCA_003176895.1	-	-	105	1.0	1.0095	1.0	1.022	-	-	-	-	-	4030	37.898040885830845
GCA_900112245.1	-	-	103	0.981	1.0097	0.9747	1.015	-	-	-	-	-	3878	36.33290581924305
GCA_000633575.2	-	-	89	0.8476	1.1348	0.8177	1.2012	-	-	-	-	-	4216	64.49380303075532
GCA_013393275.1	-	-	104	0.9905	1.0481	0.9775	1.0906	-	-	-	-	-	4560	60.73998233478376
GCA_000422725.1	-	-	103	0.981	1.0	0.977	1.0	-	-	-	-	-	4056	42.86557596727041
GCA_001575215.1	-	-	104	0.9905	1.0577	0.9849	1.0646	-	-	-	-	-	4431	66.49429154965225
GCA_003259375.1	-	-	104	0.9905	1.0096	0.9863	1.0149	-	-	-	-	-	4373	40.15909640560161
GCA_007990225.1	-	-	104	0.9905	1.0192	0.9999	1.0298	-	-	-	-	-	2691	34.96143198535818
GCA_000759445.1	-	-	104	0.9905	1.0096	0.9884	1.0153	-	-	-	-	-	4974	58.46041400620993
GCA_013372285.1	-	-	105	1.0	1.019	1.0	1.0272	-	-	-	-	-	3713	43.36187136894583
GCA_004363295.1	-	-	105	1.0	1.0095	1.0	1.0151	-	-	-	-	-	1990	46.9849768749717
GCA_004340985.1	-	-	105	1.0	1.019	1.0	1.0272	-	-	-	-	-	2492	40.30544492711015
GCA_004353425.1	-	-	97	0.9238	1.0	0.8925	1.0	-	-	-	-	-	1325	28.887254928214222
GCA_001639105.2	-	-	105	1.0	1.0381	1.0	1.0661	-	-	-	-	-	5981	67.11333778228166
GCA_006715045.1	-	-	105	1.0	1.0571	1.0	1.0871	-	-	-	-	-	6713	70.27580382339279
GCA_000156735.1	-	-	93	0.8857	1.0	0.8639	1.0	-	-	-	-	-	1503	34.13511096447384
GCA_900110485.1	-	-	105	1.0	1.0762	1.0	1.0624	-	-	-	-	-	4101	46.82648246526011
GCA_000743535.1	-	-	105	1.0	1.0	1.0	1.0	-	-	-	-	-	2668	64.41045899793221
GCA_000709345.1	-	-	103	0.981	1.0291	0.9802	1.0345	-	-	-	-	-	4931	61.54255564993121
GCA_900099675.1	-	-	104	0.9905	1.0	0.9863	1.0	-	-	-	-	-	2532	32.593091758686704
GCA_011761185.1	-	-	102	0.9714	1.049	0.9786	1.0713	-	-	-	-	-	5315	68.28459459572387
GCA_001435935.1	-	-	103	0.981	1.0485	0.9840000000000001	1.0605	-	-	-	-	-	1903	45.366562144594866
GCA_900176355.1	-	-	105	1.0	1.019	1.0	1.0168	-	-	-	-	-	4922	43.743778000753764
GCA_000519205.1	-	-	105	1.0	1.0952	1.0	1.1289	-	-	-	-	-	8334	67.249776717466
GCA_009696605.1	-	-	105	1.0	1.0095	1.0	1.0	-	-	-	-	-	2458	30.692145080481506
GCA_900101845.1	-	-	105	1.0	1.0571	1.0	1.0656	-	-	-	-	-	5739	43.222127243606174
GCA_014190875.1	-	-	103	0.981	1.0	0.9693	1.0	-	-	-	-	-	3801	61.04066668800643
GCA_009905255.1	-	-	105	1.0	1.0286	1.0	1.0273	-	-	-	-	-	2626	35.371961524193516
GCA_002770655.1	-	-	104	0.9905	1.0192	0.9907	1.0403	-	-	-	-	-	2552	41.833125942055695
GCA_900142725.1	-	-	104	0.9905	1.0	0.9814	1.0	-	-	-	-	-	4555	59.71924771056932
GCA_000755505.1	-	-	94	0.8952	1.0106	0.9131	1.0057	-	-	-	-	-	2325	52.318001110445856
GCA_004353865.1	-	-	104	0.9905	1.0288	0.9884	1.0379	-	-	-	-	-	4625	64.30073787016292
GCA_000613725.1	-	-	101	0.9619	1.0396	0.9525	1.0594	-	-	-	-	-	2348	43.44904984823682
GCA_007994075.1	-	-	105	1.0	1.0667	1.0	1.1019	-	-	-	-	-	8386	72.62031726920236
GCA_001907975.2	-	-	98	0.9333	1.0306	0.8928	1.0178	-	-	-	-	-	3040	30.90856633114093
GCA_000021525.1	-	-	99	0.9429	1.0101	0.8966	1.0019	-	-	-	-	-	1509	33.61183180056073
GCA_001435995.1	-	-	104	0.9905	1.0	0.9907	1.0	-	-	-	-	-	1434	33.29654302201774
GCA_000143085.1	-	-	105	1.0	1.0857	1.0	1.013	-	-	-	-	-	3162	51.72916330371954
GCA_901543175.1	-	-	103	0.981	1.0194	0.9731	1.0158	-	-	-	-	-	1851	41.2000806787384
GCA_011057155.1	-	-	62	0.5905	1.0	0.5162	1.0	-	-	-	-	-	675	34.565841110680786
GCA_900111945.1	-	-	104	0.9905	1.0096	0.9814	1.0154	-	-	-	-	-	3740	57.756924254561696
GCA_900107015.1	-	-	102	0.9714	1.0098	0.9311	1.0163	-	-	-	-	-	3509	58.870769547956115
GCA_001294525.1	-	-	104	0.9905	1.0385	0.9849	1.0326	-	-	-	-	-	6255	41.44354238422733
GCA_900089765.1	-	-	105	1.0	1.0095	1.0	1.0151	-	-	-	-	-	3951	45.32061680027014
GCA_014252945.1	-	-	104	0.9905	1.0673	0.9918	1.0702	-	-	-	-	-	6977	71.47140484501632
GCA_000178375.1	-	-	72	0.6857	1.125	0.5624	1.0775	-	-	-	-	-	1666	28.592413358490386
GCA_001020985.1	-	-	104	0.9905	1.0192	0.9824	1.0168	-	-	-	-	-	3116	53.40313743688978
GCA_000428785.1	-	-	104	0.9905	1.0096	0.9884	1.0153	-	-	-	-	-	2001	55.0641455517316
GCA_900100375.1	-	-	104	0.9905	1.0	0.9863	1.0	-	-	-	-	-	3612	38.41674131088262
GCA_004339725.1	-	-	103	0.981	1.0097	0.9721	1.0216	-	-	-	-	-	3513	58.17906302221015
GCA_000021565.1	-	-	104	0.9905	1.0096	0.9908	1.0153	-	-	-	-	-	2048	35.753415874452415
GCA_000469585.1	-	-	103	0.981	1.0194	0.9462	1.0392	-	-	-	-	-	2540	49.082232568963924
GCA_001646865.1	-	-	102	0.9714	1.0392	0.9679	1.0495	-	-	-	-	-	5254	66.1861509509838
GCA_001190945.1	-	-	104	0.9905	1.0288	0.9775	1.0276	-	-	-	-	-	5152	68.2387089990426
GCA_900637555.1	-	-	104	0.9905	1.0	0.9918	1.0	-	-	-	-	-	2527	65.47923871614529
GCA_000993785.3	-	-	103	0.981	1.0777	0.9764	1.1006	-	-	-	-	-	5356	72.0226215242656
GCA_900107755.1	-	-	105	1.0	1.0286	1.0	1.0478	-	-	-	-	-	4308	42.875354257685835
GCA_000772935.1	-	-	105	1.0	1.0095	1.0	1.0275	-	-	-	-	-	4537	39.98771357361181
GCA_007992695.1	-	-	103	0.981	1.0	0.9781	1.0	-	-	-	-	-	5529	44.252040864005345
GCA_003438425.1	-	-	103	0.981	1.0291	0.9861	1.0785	-	-	-	-	-	4200	42.74892180593228
GCA_001941975.1	-	-	105	1.0	1.019	1.0	1.0017	-	-	-	-	-	4598	46.149381849357056
GCA_001021495.1	-	-	104	0.9905	1.0	0.9918	1.0	-	-	-	-	-	6142	65.29951143022413
GCA_003201875.1	-	-	105	1.0	1.0952	1.0	1.1435	-	-	-	-	-	5893	47.874346643873864
GCA_007991635.1	-	-	101	0.9619	1.0	0.9467	1.0	-	-	-	-	-	5294	44.52120022749258
GCA_004346205.1	-	-	105	1.0	1.0095	1.0	1.0151	-	-	-	-	-	2095	41.68778916648571
GCA_001044405.1	-	-	104	0.9905	1.0192	0.9907	1.0344	-	-	-	-	-	3050	46.34564509205544
GCA_003332305.1	-	-	105	1.0	1.019	1.0	1.0432	-	-	-	-	-	6015	61.03981454008575
GCA_000185505.1	-	-	104	0.9905	1.0385	0.9907	1.0346	-	-	-	-	-	2209	53.962188417325834
GCA_002156865.1	-	-	105	1.0	1.019	1.0	1.0422	-	-	-	-	-	4335	33.42552405942388
GCA_000186385.1	-	-	103	0.981	1.0097	0.9791	1.026	-	-	-	-	-	3293	69.82501221941787
GCA_900142615.1	-	-	102	0.9714	1.0	0.976	1.0	-	-	-	-	-	4207	35.9067119509357
GCA_002189065.1	-	-	104	0.9905	1.0385	0.9745	1.065	-	-	-	-	-	4141	39.110177584992066
GCA_000496075.1	-	-	105	1.0	1.0095	1.0	1.022	-	-	-	-	-	4053	67.44548377383052
GCA_000519345.1	-	-	99	0.9429	1.0101	0.9282	1.0018	-	-	-	-	-	4844	68.59599008950202
GCA_900168015.1	-	-	103	0.981	1.0291	0.977	1.0476	-	-	-	-	-	3598	42.1541503483916
GCA_000421465.1	-	-	103	0.981	1.0097	0.9663	1.0214	-	-	-	-	-	3359	58.519905813450826
GCA_004361575.1	-	-	104	0.9905	1.0	0.9907	1.0	-	-	-	-	-	2340	38.65904312501506
GCA_007991655.1	-	-	102	0.9714	1.0	0.9665	1.0	-	-	-	-	-	5044	40.53734780459426
GCA_003217515.1	-	-	103	0.981	1.0194	0.9791	1.0278	-	-	-	-	-	4415	63.64723141035356
GCA_001375555.1	-	-	104	0.9905	1.0192	0.978	1.0503	-	-	-	-	-	3434	46.90763308786238
GCA_001189955.1	-	-	104	0.9905	1.0192	0.9884	1.0177	-	-	-	-	-	4648	57.23039533573719
GCA_001245615.1	-	-	104	0.9905	1.0385	0.9807	1.0397	-	-	-	-	-	5997	67.93375184601304
GCA_004364155.1	-	-	105	1.0	1.0476	1.0	1.0639	-	-	-	-	-	2930	36.767887972034494
GCA_900166915.1	-	-	104	0.9905	1.0288	0.9918	1.0393	-	-	-	-	-	6257	68.18262716252718
GCA_900176165.1	-	-	104	0.9905	1.0288	0.9907	1.0469	-	-	-	-	-	6648	63.26042374052074
GCA_900078665.2	-	-	100	0.9524	1.05	0.9321	1.0559	-	-	-	-	-	6423	66.4689935829858
GCA_001570425.1	-	-	105	1.0	1.0476	1.0	1.0851	-	-	-	-	-	7099	65.42765388771312
GCA_003196155.1	-	-	104	0.9905	1.0288	1.0	1.0283	-	-	-	-	-	5072	56.94068152667455
GCA_011926545.1	-	-	103	0.981	1.0194	0.9755	1.0143	-	-	-	-	-	3751	65.23510224131603
GCA_001274875.1	-	-	87	0.8286	1.1724	0.7499	1.1222	-	-	-	-	-	2578	24.58034497262824
GCA_003339775.1	-	-	89	0.8476	1.1798	0.7854	1.1433	-	-	-	-	-	3382	27.290834393908813
GCA_902381675.1	-	-	105	1.0	1.0095	1.0	1.0186	-	-	-	-	-	2315	52.207205946818135
GCA_003054495.1	-	-	105	1.0	1.0286	1.0	1.0571	-	-	-	-	-	2751	45.072143453854146
GCA_001418335.1	-	-	100	0.9524	1.03	0.9864	1.0559	-	-	-	-	-	8105	70.32257261891569
GCA_001581105.1	-	-	105	1.0	1.0	1.0	1.0	-	-	-	-	-	2945	56.22064592110293
GCA_000420245.1	-	-	105	1.0	1.0095	1.0	1.0151	-	-	-	-	-	3561	38.56732378805235
GCA_001642635.1	-	-	105	1.0	1.019	1.0	1.0318	-	-	-	-	-	4065	55.31141302013743
GCA_000378625.1	-	-	105	1.0	1.0095	1.0	1.0151	-	-	-	-	-	4493	39.16637202435489
GCA_900163655.1	-	-	103	0.981	1.0097	0.9773	1.0211	-	-	-	-	-	2643	70.82502137833777
GCA_003335265.1	-	-	104	0.9905	1.0192	0.9775	1.0349	-	-	-	-	-	3499	67.57571442272769
GCA_013347265.1	-	-	105	1.0	1.0571	1.0	1.1268	-	-	-	-	-	6247	49.90707319632226
GCA_013408555.1	-	-	104	0.9905	1.0288	0.9775	1.0397	-	-	-	-	-	3231	71.25147755014761
GCA_000473325.1	-	-	104	0.9905	1.0192	0.9814	1.0522	-	-	-	-	-	5174	63.89219463931785
GCA_003149515.1	-	-	99	0.9429	1.0	0.9606	1.0	-	-	-	-	-	4447	62.514596933684224
GCA_001685485.1	-	-	104	0.9905	1.0288	0.9863	1.0522	-	-	-	-	-	3732	34.363478479381655
GCA_900112645.1	-	-	104	0.9905	1.0096	0.9884	1.0153	-	-	-	-	-	4560	62.39698975484446
GCA_003936165.1	-	-	104	0.9905	1.0192	0.9884	1.0377	-	-	-	-	-	4720	60.4227461458978
GCA_000689255.1	-	-	105	1.0	1.0286	1.0	1.0374	-	-	-	-	-	5988	64.59519259805582
GCA_900090315.1	-	-	105	1.0	1.0381	1.0	1.1008	-	-	-	-	-	6283	72.74581955901219
GCA_003351365.1	-	-	104	0.9905	1.0769	0.9998	1.1395	-	-	-	-	-	6537	72.77092880424475
GCA_000935645.1	-	-	104	0.9905	1.0288	0.9884	1.0411	-	-	-	-	-	5284	56.54790218528678
GCA_001418035.1	-	-	105	1.0	1.0095	1.0	1.0008	-	-	-	-	-	2702	62.00030366154975
GCA_007829995.1	-	-	105	1.0	1.0476	1.0	1.1138	-	-	-	-	-	5837	68.61192617576538
GCA_900090235.1	-	-	104	0.9905	1.1827	0.9998	1.0704	-	-	-	-	-	6544	73.2004781741754
GCA_000158915.1	-	-	100	0.9524	1.12	0.9420000000000001	1.1306	-	-	-	-	-	9858	56.38657824825112
GCA_900475285.1	-	-	104	0.9905	1.0096	0.9884	1.0153	-	-	-	-	-	4362	58.272650118056404
GCA_001412195.1	-	-	104	0.9905	1.0288	0.9884	1.0365	-	-	-	-	-	5633	60.01904827925175
GCA_002022245.1	-	-	103	0.981	1.0194	0.9802	1.0155	-	-	-	-	-	5395	59.42132235337165
GCA_900176475.1	-	-	104	0.9905	1.0385	0.9814	1.0757	-	-	-	-	-	4204	61.65574230239696
GCA_007680465.1	-	-	104	0.9905	1.0288	0.9884	1.0322	-	-	-	-	-	4551	60.73672994088572
GCA_006547025.1	-	-	102	0.9714	1.0392	0.971	1.0419	-	-	-	-	-	6250	61.07996715443559
GCA_003815035.1	-	-	105	1.0	1.019	1.0	1.0063	-	-	-	-	-	1777	36.68948765317984
GCA_900109035.1	-	-	104	0.9905	1.0096	0.9814	1.0134	-	-	-	-	-	4004	62.97073024283895
GCA_900115595.1	-	-	104	0.9905	1.0385	0.9814	1.0386	-	-	-	-	-	4395	65.12950858794639
GCA_900112335.1	-	-	104	0.9905	1.0481	0.9814	1.0672	-	-	-	-	-	4783	62.767699713332405
GCA_900102215.1	-	-	104	0.9905	1.0192	0.9849	1.0226	-	-	-	-	-	4751	42.63091910590231
GCA_009734265.1	-	-	105	1.0	1.0095	1.0	1.0167	-	-	-	-	-	2320	66.18020874406285
GCA_008693965.1	-	-	104	0.9905	1.0192	0.9884	1.0322	-	-	-	-	-	5654	53.652951839308415
GCA_000327045.1	-	-	104	0.9905	1.0192	0.9918	1.0153	-	-	-	-	-	3709	64.39816900501067
GCA_002245785.1	-	-	86	0.819	1.1279	0.754	1.1338	-	-	-	-	-	1719	27.284517390162602
GCA_001556145.1	-	-	98	0.9333	1.0204	0.8797	1.0190000000000001	-	-	-	-	-	5354	64.21789122816413
GCA_014205655.1	-	-	105	1.0	1.019	1.0	1.0151	-	-	-	-	-	5093	51.83808242977652
GCA_002873905.1	-	-	105	1.0	1.0095	1.0	1.0151	-	-	-	-	-	4250	42.54800671991253
GCA_004795935.1	-	-	97	0.9238	1.0	0.8825	1.0	-	-	-	-	-	1142	34.17723394169234
GCA_000223985.2	-	-	104	0.9905	1.0481	0.9918	1.0845	-	-	-	-	-	4900	62.567379775856686
GCA_011759705.1	-	-	103	0.981	1.0	0.9590000000000001	1.0	-	-	-	-	-	3262	65.36256676611386
GCA_002282855.1	-	-	105	1.0	1.019	1.0	1.0151	-	-	-	-	-	3456	49.94317282740044
GCA_003054225.1	-	-	104	0.9905	1.0192	0.9863	1.0369	-	-	-	-	-	3249	41.3496945232196
GCA_014357455.1	-	-	102	0.9714	1.0196	0.971	1.0156	-	-	-	-	-	5367	60.49784517201113
GCA_001619815.1	-	-	104	0.9905	1.0	0.9863	1.0	-	-	-	-	-	3693	32.72750424572638
GCA_001311035.1	-	-	105	1.0	1.0667	1.0	1.1132	-	-	-	-	-	3331	43.5944087711985
GCA_003610495.1	-	-	105	1.0	1.0	1.0	1.0	-	-	-	-	-	3385	45.57215899212622
GCA_001418085.1	-	-	104	0.9905	1.0385	0.9863	1.0472	-	-	-	-	-	3328	32.60733948957177
GCA_000154705.2	-	-	104	0.9905	1.0096	0.9814	1.0239	-	-	-	-	-	4218	59.79621637407924
GCA_001418015.1	-	-	104	0.9905	1.0385	0.9863	1.0472	-	-	-	-	-	3531	32.527695118199176
GCA_014202835.1	-	-	105	1.0	1.0095	1.0	1.0151	-	-	-	-	-	3453	51.81711161150493
GCA_900107855.1	-	-	105	1.0	1.0381	1.0	1.0682	-	-	-	-	-	3679	51.90295095043524
GCA_900115175.1	-	-	104	0.9905	1.0385	0.9918	1.0407	-	-	-	-	-	3426	57.99147509598735
GCA_014196915.1	-	-	104	0.9905	1.0288	0.9863	1.0566	-	-	-	-	-	4175	39.8977134292343
GCA_000688295.1	-	-	104	0.9905	1.0288	0.9814	1.0325	-	-	-	-	-	4457	62.904691205815894
GCA_001298675.1	-	-	104	0.9905	1.0096	0.9884	1.0008	-	-	-	-	-	3807	63.24775488196142
GCA_003263495.1	-	-	102	0.9714	1.0098	0.9683	1.0008	-	-	-	-	-	5125	58.68611713913757
GCA_900120105.1	-	-	105	1.0	1.0381	1.0	1.0564	-	-	-	-	-	4622	38.33937727371534
GCA_000953695.1	-	-	105	1.0	1.019	1.0	1.0152	-	-	-	-	-	4167	37.246526328684965
GCA_009758115.1	-	-	93	0.8857	1.086	0.8335	1.1075	-	-	-	-	-	6448	67.89942565560766
GCA_900156605.1	-	-	105	1.0	1.0095	1.0	1.0151	-	-	-	-	-	3970	61.202808472424486
GCA_001592265.1	-	-	103	0.981	1.0194	0.9802	1.0008	-	-	-	-	-	3544	61.90279801432272
GCA_900215545.1	-	-	104	0.9905	1.0192	0.9918	1.014	-	-	-	-	-	5727	66.64876668688578
GCA_001282395.1	-	-	104	0.9905	1.1442	0.9884	1.0666	-	-	-	-	-	4992	66.92176875228624
GCA_000024805.1	-	-	104	0.9905	1.0385	0.9918	1.0524	-	-	-	-	-	6847	69.48338791194111
GCA_000429845.1	-	-	105	1.0	1.019	1.0	1.0008	-	-	-	-	-	4040	60.93152717813606
GCA_014138725.1	-	-	104	0.9905	1.1058	0.9998	1.1588	-	-	-	-	-	9233	70.5433064777968
GCA_004328645.1	-	-	103	0.981	1.0194	0.9802	1.0163	-	-	-	-	-	3558	65.13637570653617
GCA_006716695.1	-	-	102	0.9714	1.0	0.9508	1.0	-	-	-	-	-	2657	62.973194914145225
GCA_001050435.1	-	-	104	0.9905	1.0192	0.9907	1.0359	-	-	-	-	-	2720	49.22708835803502
GCA_003568725.1	-	-	102	0.9714	1.0	0.971	1.0	-	-	-	-	-	3310	60.8473356172746
GCA_014196225.1	-	-	103	0.981	1.0097	0.9861	1.0195	-	-	-	-	-	2791	45.441389850450825
GCA_003001815.1	-	-	103	0.981	1.068	0.9916	1.1322	-	-	-	-	-	10112	69.60719938762887
GCA_000935585.1	-	-	104	0.9905	1.0	0.9884	1.0	-	-	-	-	-	4045	61.153101266982034
GCA_000688255.1	-	-	104	0.9905	1.0	0.9884	1.0	-	-	-	-	-	3294	60.08623733008427
GCA_001516895.1	-	-	105	1.0	1.0381	1.0	1.0695	-	-	-	-	-	3454	38.413280634411386
GCA_013307325.1	-	-	105	1.0	1.0	1.0	1.0	-	-	-	-	-	2782	55.17271632224755
GCA_003966365.1	-	-	105	1.0	1.0095	1.0	1.0193	-	-	-	-	-	3086	54.14828170430637
GCA_003458565.1	-	-	104	0.9905	1.0096	0.9863	1.0195	-	-	-	-	-	2882	39.38028969723884
GCA_007989305.1	-	-	105	1.0	1.0	1.0	1.0	-	-	-	-	-	2765	53.344154970686965
GCA_003458595.1	-	-	104	0.9905	1.0096	0.9863	1.0195	-	-	-	-	-	3430	44.12638911228266
GCA_001263175.1	-	-	105	1.0	1.0952	1.0	1.1178	-	-	-	-	-	3633	68.93925898615647
GCA_000021725.1	-	-	101	0.9619	1.0099	0.9409	1.0161	-	-	-	-	-	1734	33.507531417691254
GCA_005405425.1	-	-	103	0.981	1.0097	0.9756	1.0155	-	-	-	-	-	2474	47.87292489279321
GCA_005405405.1	-	-	103	0.981	1.0194	0.9756	1.0188	-	-	-	-	-	2633	45.06699326178367
GCA_900101875.1	-	-	102	0.9714	1.0392	0.9545	1.0664	-	-	-	-	-	6263	43.49592878988575
GCA_001313225.1	-	-	102	0.9714	1.0882	0.9905	1.104	-	-	-	-	-	3600	43.57270918019696
GCA_003364205.1	-	-	100	0.9524	1.0	0.9409	1.0	-	-	-	-	-	1618	39.27017015608967
GCA_900096995.1	-	-	105	1.0	1.0095	1.0	1.0255	-	-	-	-	-	3425	40.76082928821727
GCA_002797815.1	-	-	101	0.9619	1.0099	0.9543	1.0159	-	-	-	-	-	3637	41.86436668197578
GCA_010686755.1	-	-	103	0.981	1.0194	0.9773	1.0226	-	-	-	-	-	4084	72.8424956220667
GCA_007992715.1	-	-	104	0.9905	1.0096	0.9998	1.0151	-	-	-	-	-	5292	51.75580333474578
GCA_000971295.1	-	-	104	0.9905	1.0096	0.9814	1.0134	-	-	-	-	-	3720	58.94286640407787
GCA_000020005.1	-	-	105	1.0	1.0286	1.0	1.0581	-	-	-	-	-	2977	35.394374441729546
GCA_000420605.1	-	-	103	0.981	1.0194	0.9673	1.0171	-	-	-	-	-	1959	63.540757350936694
GCA_900105305.1	-	-	104	0.9905	1.0288	0.9824	1.0392	-	-	-	-	-	2449	66.61719552557075
GCA_003259955.1	-	-	104	0.9905	1.0192	0.9814	1.0362	-	-	-	-	-	3119	50.99262481435506
GCA_009758125.1	-	-	103	0.981	1.0097	0.9638	1.0157	-	-	-	-	-	6501	42.92605929398285
GCA_000685275.1	-	-	105	1.0	1.0	1.0	1.0	-	-	-	-	-	3453	63.253313247967554
GCA_000685255.1	-	-	105	1.0	1.0095	1.0	1.0167	-	-	-	-	-	3481	62.53849334760055
GCA_000212415.1	-	-	102	0.9714	1.0294	0.9451	1.055	-	-	-	-	-	2579	51.47294458007973
GCA_003446985.1	-	-	91	0.8667	1.044	0.8818	1.0267	-	-	-	-	-	3734	59.50295360218953
GCA_014196455.1	-	-	104	0.9905	1.0096	0.9814	1.0134	-	-	-	-	-	4841	65.96782341819849
GCA_001278945.1	-	-	60	0.5714	1.0167	0.8064	1.0273	-	-	-	-	-	3870	36.48181449863186
GCA_900108855.1	-	-	101	0.9619	1.0198	0.9536	1.0377	-	-	-	-	-	6141	42.64869953335739
GCA_000013025.1	-	-	105	1.0	1.0095	1.0	1.0167	-	-	-	-	-	3498	61.93028325615428
GCA_000620125.1	-	-	105	1.0	1.0286	1.0	1.0387	-	-	-	-	-	3104	31.081636910709975
GCA_005083985.2	-	-	99	0.9429	1.0	0.9316	1.0	-	-	-	-	-	1977	31.998631590009666
GCA_002051585.1	-	-	105	1.0	1.0476	1.0	1.1033	-	-	-	-	-	4246	41.05348474139672
GCA_001263205.1	-	-	105	1.0	1.1048	1.0	1.0994	-	-	-	-	-	10681	66.14243110713674
