	bayesian:non-Anaerobe:prob	bayesian:non-Anaerobe:label	Davin:non-Anaerobe:prob	Davin:non-Anaerobe:label	microtraits:non-Anaerobe:prob	microtraits:non-Anaerobe:label	Traitar:non-Anaerobe:prob	Traitar:non-Anaerobe:label	bacdivAI:non-Anaerobe:prob	bacdivAI:non-Anaerobe:label	top40:non-Anaerobe:prob	top40:non-Anaerobe:label
FirmA68	1.835011391808039e-23	0	5.581306936619512e-07	0	NA	0	NA	0	1.0499999999999972	0	0.0136078970317288	0
FirmA69	9.850351141331377e-22	0	1.5251657714543398e-06	0	NA	0	NA	0	4.019999999999996	0	0.0213975685225545	0
FirmA7	3.5477228076389936e-15	0	4.289566277293488e-06	0	NA	0	NA	0	4.650000000000006	0	0.0028107265322417	0
FirmA70	8.323333915259106e-22	0	8.452245765511179e-07	0	NA	0	NA	0	1.25	0	0.003149684264308	0
FirmA71	5.3301847611676764e-21	0	2.024560927793573e-07	0	NA	0	NA	0	2.390000000000001	0	0.0107617840023748	0
FirmA72	1.191170221100439e-23	0	2.1852144982403843e-06	0	NA	0	NA	0	2.230000000000004	0	0.0098997095565671	0
FirmA73	4.738033828692981e-24	0	1.0239015182378353e-06	0	NA	0	NA	0	0.9500000000000028	0	0.0200233863320744	0
FirmA74	7.18328386157143e-22	0	1.1210882888690321e-07	0	NA	0	NA	0	1.2999999999999972	0	0.0048761924200614	0
FirmA75	2.81775130787569e-21	0	1.15442853712e-05	0	NA	0	NA	0	1.1200000000000043	0	0.011464097210132	0
FirmA76	5.1762745953723624e-24	0	2.079240857710829e-06	0	NA	0	NA	0	0.3499999999999943	0	0.0051550234759576	0
FirmA77	3.509909142984657e-21	0	2.729217385422089e-06	0	NA	0	NA	0	1.6400000000000006	0	0.0027256991886975	0
FirmA78	1.0524107681801496e-16	0	3.53681821252394e-06	0	NA	0	NA	0	4.969999999999999	0	0.0041431368014021	0
FirmA79	7.448899268554342e-22	0	1.6814429955047672e-06	0	NA	0	NA	0	1.8799999999999957	0	0.0015847542504424	0
FirmA8	1.45493491616709e-21	0	0.0008591195219196	0	NA	0	NA	0	5.920000000000002	0	0.1105721325049122	0
FirmA80	1.257017634819977e-20	0	4.827883913094411e-06	0	NA	0	NA	1	2.799999999999997	0	0.0026470756398837	0
FirmA81	6.260785097379843e-22	0	3.341519345667621e-07	0	NA	0	NA	0	2.780000000000001	0	0.0029552056813805	0
FirmA83	1.0437951005914148e-23	0	1.497626158197818e-06	0	NA	0	NA	0	1.269999999999996	0	0.0167161150283998	0
FirmA84	1.2505563255724392e-25	0	5.143065209267661e-07	0	NA	0	NA	0	0.8900000000000006	0	0.0054633476895758	0
FirmA85	2.2912286766083983e-20	0	1.4773872862861026e-06	0	NA	0	NA	0	5.629999999999996	0	0.0024501564863151	0
FirmA86	1.6584376959127035e-25	0	6.164029400679283e-06	0	NA	0	NA	1	2.9399999999999977	0	0.0069872677448307	0
FirmA87	3.432886275060478e-20	0	5.3572630775988734e-08	0	NA	0	NA	1	0.9099999999999966	0	0.0026470756398837	0
FirmA88	1.7394854397273947e-21	0	3.017362715240779e-08	0	NA	0	NA	0	0.9399999999999976	0	0.0017072772595688	0
FirmA89	1.257096137211253e-22	0	9.06136574485572e-06	0	NA	0	NA	0	2.640000000000001	0	0.0107252307027074	0
FirmA9	4.302280853855609e-23	0	0.0011802910594269	0	NA	0	NA	0	1.9099999999999968	0	0.010276665091638	0
FirmA90	1.2961817863164598e-22	0	3.458540049905423e-07	0	NA	0	NA	0	5.840000000000003	0	0.0089360866198068	0
FirmA91	1.5685018331283988e-19	0	5.137996339499296e-08	0	NA	0	NA	0	2.9599999999999937	0	0.0054752584525185	0
FirmA92	4.285205099932716e-23	0	4.042783245949977e-07	0	NA	0	NA	0	0.4699999999999988	0	0.0017835008111679	0
FirmA93	1.2461493756226563e-25	0	8.341776833731274e-07	0	NA	0	NA	0	1.4000000000000057	0	0.0021866968478042	0
FirmA94	4.2604049025585977e-19	0	3.325028728795587e-06	0	NA	0	NA	0	0.6899999999999977	0	0.0016868396627185	0
FirmA95	3.829644359721634e-24	0	1.7201095658947454e-07	0	NA	0	NA	0	1.1700000000000017	0	0.0062110062268446	0
FirmA96	4.2577927512289484e-16	0	4.153732220402162e-07	0	NA	0	NA	0	2.6099999999999994	0	0.0009621390107233	0
FirmA97	2.0066388654072e-25	0	1.8296225334779592e-06	0	NA	0	NA	0	2.75	0	0.018186891605324	0
FirmA98	5.980824073376674e-22	0	1.638045205254457e-06	0	NA	0	NA	0	0.3700000000000045	0	0.0115569494676382	0
FirmA99	1.2222671775427503e-16	0	4.389115133562882e-07	0	NA	0	NA	0	1.6200000000000043	0	0.0037992705510499	0
FirmB1	4.669903791582054e-15	0	1.954412255145144e-06	0	NA	0	NA	1	14.730000000000004	0	0.009570321084968	0
FirmB10	9.96248295452578e-18	0	9.741949469344037e-08	0	NA	0	NA	0	3.260000000000005	0	0.0081569546991788	0
FirmB11	1.3887428908004038e-12	0	1.686836526459956e-06	0	NA	0	NA	0	3.1599999999999966	0	0.004342943222831	0
FirmB12	6.155891457870904e-21	0	5.6425434991069785e-08	0	NA	0	NA	0	2.1700000000000017	0	0.0053951837986468	0
FirmB13	1.617645158640544e-16	0	1.5890778968241648e-06	0	NA	0	NA	0	2.1500000000000057	0	0.0060498466146041	0
FirmB14	3.2834460473195675e-20	0	7.786217679495167e-07	0	NA	0	NA	0	3.069999999999993	0	0.00436128630299	0
FirmB15	2.644420561535475e-20	0	9.4488328272746e-08	0	NA	0	NA	0	4.180000000000007	0	0.002936070079069	0
FirmB16	9.51809659586484e-19	0	1.7206575364525636e-07	0	NA	0	NA	1	3.5400000000000063	0	0.0079916215168391	0
FirmB17	3.3924712810134483e-19	0	6.814746598138299e-07	0	NA	0	NA	0	8.14	0	0.0029872688557501	0
FirmB2	2.6391271805250865e-10	0	4.614278736880806e-07	0	NA	0	NA	0	3.640000000000001	0	0.0033798880578059	0
FirmB3	1.0580892418050325e-17	0	1.311534703063444e-08	0	NA	0	NA	1	3.75	0	0.009826197093207	0
FirmB4	2.4228085891762946e-18	0	1.3693525033886544e-06	0	NA	0	NA	0	13.689999999999998	0	0.0127611951941609	0
FirmB5	5.5887364451506075e-25	0	3.485738773179037e-07	0	NA	0	NA	0	1.0300000000000011	0	0.0012257873063691	0
FirmB6	2.006984349917817e-21	0	2.908047633809474e-07	0	NA	0	NA	0	2.299999999999997	0	0.0052924806863764	0
FirmB7	4.347625877682831e-15	0	7.80122633159408e-08	0	NA	0	NA	0	4.079999999999998	0	0.0168226186552242	0
FirmB8	1.7460681643768714e-17	0	1.255468333738463e-07	0	NA	0	NA	0	1.5	0	0.0026556686454358	0
FirmB9	4.0433332529954025e-17	0	4.422315669216914e-08	0	NA	0	NA	0	3.5799999999999983	0	0.0033573664857636	0
FirmC1	2.42503013506255e-16	0	1.517616539103983e-07	0	NA	0	NA	1	4.799999999999997	0	0.0162934111301214	0
FirmC10	2.057454687089342e-18	0	4.60304581793e-05	0	NA	0	NA	0	2.0900000000000034	0	0.0255146873813786	0
FirmC11	1.3703810038368456e-14	0	1.27938537843e-05	0	NA	0	NA	0	3.219999999999999	0	0.009179998620828	0
FirmC12	2.7930571169213364e-15	0	8.364352765966032e-07	0	NA	0	NA	1	3.5900000000000034	0	0.0027256991886975	0
FirmC13	1.2860365138828296e-22	0	7.280368663487027e-08	0	NA	0	NA	1	3.640000000000001	0	0.0027256991886975	0
FirmC14	9.524650901246252e-19	0	1.0344633665226866e-06	0	NA	0	NA	0	0.9099999999999966	0	0.0069613788072525	0
FirmC15	1.0169850223965174e-20	0	1.2891347012100598e-07	0	NA	0	NA	0	1.6500000000000057	0	0.0020186687534078	0
FirmC16	1.0938190127344038e-15	0	8.946231133677429e-08	0	NA	0	NA	1	1.5300000000000011	0	0.004830041125421	0
FirmC17	3.9241681094245593e-22	0	1.605612141020174e-07	0	NA	0	NA	0	0.4599999999999937	0	0.0042963919277296	0
FirmC18	1.7022446956313206e-17	0	1.1361139513610397e-06	0	NA	0	NA	0	1.3199999999999932	0	0.0054988546141242	0
FirmC19	3.790108545376389e-15	0	8.925724159780657e-07	0	NA	0	NA	0	1.0499999999999972	0	0.0174924487831543	0
FirmC3	1.7156924274997648e-14	0	2.5295432806160534e-06	0	NA	0	NA	0	1.9300000000000068	0	0.0026556686454358	0
FirmC4	7.697922884423816e-14	0	5.337837478691654e-07	0	NA	0	NA	0	3.0	0	0.0065150865087425	0
FirmC5	3.873737376575085e-21	0	1.0747012169076697e-07	0	NA	0	NA	0	2.8799999999999955	0	0.0048612897531049	0
FirmC6	1.0747294528465345e-13	0	3.654633019323228e-06	0	NA	0	NA	1	0.9099999999999966	0	0.0039631405622062	0
FirmC7	2.71350076042888e-12	0	7.34712443772878e-07	0	NA	0	NA	0	5.879999999999996	0	0.0011942473853388	0
FirmC8	1.1097918567246192e-16	0	1.970701077880221e-06	0	NA	0	NA	1	2.0999999999999943	0	0.0044844192003863	0
FirmC9	1.680316345795897e-13	0	6.018015596964689e-08	0	NA	0	NA	1	3.9599999999999937	0	0.0012257873063691	0
FirmD1	9.010061457945589e-19	0	7.021948931651423e-06	0	NA	0	NA	0	4.340000000000003	0	0.047572752058508	0
FirmD2	1.1634563821158132e-23	0	1.4089830528973837e-06	0	NA	0	NA	0	2.1700000000000017	0	0.0026809461427479	0
FirmD3	1.4863867700524006e-10	0	4.616184412498114e-07	0	NA	0	NA	0	12.25	0	0.002072462188955	0
FirmD4	9.877239003396874e-23	0	6.725012440256251e-07	0	NA	0	NA	0	1.0400000000000065	0	0.0103456239655099	0
FirmE1	5.05426881837057e-16	0	1.89690745173e-05	0	NA	0	NA	0	11.25	0	0.0168836341956386	0
FirmE2	2.11620964027958e-19	0	6.567062882822938e-06	0	NA	0	NA	0	4.950000000000003	0	0.0423634742220089	0
FirmE3	1.2207981931839084e-22	0	8.198683644877747e-06	0	NA	0	NA	0	6.459999999999994	0	0.0071315503706218	0
FirmE4	0.999996161237567	1	0.4444451928138733	0	NA	0	NA	0	49.59	1	0.1585840641830547	0
FirmE5	0.9999999445474462	1	0.9952488541603088	1	NA	0	NA	1	62.04	1	0.7124205553722608	1
FirmE6	0.8615179929511889	1	0.0005325198289938	0	NA	1	NA	0	28.03	0	0.2301449616694409	0
FirmE7	0.9999998027945692	1	0.9934796094894408	1	NA	1	NA	0	77.34	1	0.8167470675852936	1
FirmE8	0.99999955706452	1	0.9958295226097108	1	NA	1	NA	0	78.13	1	0.8648836327795588	1
FirmF1	6.280986912218549e-18	0	2.41064935835e-05	0	NA	0	NA	0	8.489999999999995	0	0.0049096888864439	0
FirmF2	2.990826665075419e-16	0	1.114735823648516e-06	0	NA	0	NA	0	4.079999999999998	0	0.0025996010982184	0
FirmF3	5.746662865376153e-19	0	3.136822499527625e-07	0	NA	0	NA	0	2.8599999999999994	0	0.0052595196951957	0
FirmG1	3.38973221698258e-24	0	2.846773838882655e-07	0	NA	0	NA	0	1.9200000000000017	0	0.0016736994655309	0
FirmG2	8.49337033661885e-14	0	1.7531525600134046e-06	0	NA	0	NA	0	2.450000000000003	0	0.0019186805367044	0
FirmG3	4.6377244356429865e-24	0	4.098935733054532e-07	0	NA	0	NA	1	3.5900000000000034	0	0.00436128630299	0
FirmG4	0.9999999881961154	1	0.0005960401031188	0	NA	1	NA	0	29.870000000000005	0	0.4723859402055675	0
FirmG5	2.9104664008667244e-20	0	9.721054539113538e-07	0	NA	0	NA	0	0.5699999999999932	0	0.0116490687142194	0
FirmG6	2.311888652710001e-20	0	1.403647729603108e-06	0	NA	0	NA	0	2.019999999999996	0	0.0067546863780097	0
Firms1	0.0821647256477491	0	0.9983083009719848	1	NA	0	NA	1	52.97	1	0.760357518857384	1
Firms10	0.9532777223328674	1	0.872728168964386	1	NA	1	NA	1	29.92	1	0.7881807797872709	1
Firms11	0.9936359070182093	1	0.9434993267059326	1	NA	1	NA	0	66.58	1	0.9481960625721344	1
Firms12	0.9999999994857348	1	0.9998549222946168	1	NA	0	NA	1	64.34	1	0.7824443215567966	1
Firms13	0.0146032195810215	0	0.8601951599121094	1	NA	1	NA	1	49.93	1	0.4554204516850797	0
Firms15	0.9999900631273928	1	0.9897337555885316	1	NA	1	NA	0	78.12	1	0.8856658908918934	1
Firms16	0.9999991538406496	1	0.9998959302902222	1	NA	0	NA	1	64.42	1	0.9305234109654352	1
Firms17	0.9999999996881136	1	0.9991312623023988	1	NA	1	NA	1	80.07	1	0.9740530780482568	1
Firms18	3.886500600494771e-15	0	7.2877126513e-05	0	NA	0	NA	1	6.540000000000006	0	0.0366164595700168	0
Firms2	2.2343009673440973e-15	0	0.0024536838755011	0	NA	0	NA	1	2.980000000000004	0	0.0381607507738007	0
Firms20	0.9988943080082856	1	0.9741265773773192	1	NA	1	NA	1	71.87	1	0.8136339065370165	1
Firms21	0.999999919035253	1	0.9999779462814332	1	NA	1	NA	1	80.17	1	0.9441607888236015	1
Firms22	0.999999739700404	1	0.9995753169059752	1	NA	1	NA	1	74.7	1	0.9530968545029974	1
Firms23	5.286492790124849e-11	0	0.1584703028202057	0	NA	0	NA	1	5.659999999999997	0	0.7486541824645627	1
Firms24	0.9999999999947236	1	0.999079704284668	1	NA	1	NA	1	81.99	1	0.9876785245036748	1
Firms25	7.765253129993846e-19	0	6.00910680077e-05	0	NA	0	NA	1	2.230000000000004	0	0.0981310288456081	0
Firms26	0.9999999998398136	1	0.9996453523635864	1	NA	1	NA	1	84.0	1	0.983340897565465	1
Firms27	0.9999822130533378	1	0.999784290790558	1	NA	1	NA	0	90.11	1	0.9872752361837352	1
Firms28	2.31423192902159e-18	0	6.71581028655055e-06	0	NA	0	NA	1	1.6700000000000017	0	0.0093606022242558	0
Firms29	0.9668861422954572	1	0.9991047978401184	1	NA	1	NA	1	63.89	1	0.89890587699441	1
Firms3	5.6087191930649584e-12	0	0.0001752756506903	0	NA	0	NA	0	13.709999999999994	0	0.0201662144769015	0
Firms30	5.038647490930223e-10	0	0.0031836789567023	0	NA	0	NA	0	1.25	0	0.8668322888615898	1
Firms31	0.0010878493804728	0	0.9175226092338562	1	NA	1	NA	1	15.560000000000002	1	0.8571835733024945	1
Firms32	5.31016171260676e-23	0	6.717570499858994e-07	0	NA	0	NA	1	0.6500000000000057	0	0.1067695307368296	0
Firms33	7.578635686225933e-25	0	6.613849109271541e-06	0	NA	0	NA	1	2.489999999999995	0	0.0099579668679732	0
Firms4	0.9995782167329392	1	0.93210631608963	1	NA	0	NA	1	62.38	1	0.9216202553119276	1
Firms5	0.9999999890816456	1	0.9904112815856934	1	NA	1	NA	1	74.31	1	0.8106150267547018	1
Firms6	6.9389524808572276e-15	0	4.70926061097e-05	0	NA	0	NA	0	6.939999999999998	0	0.0032140953831827	0
Firms7	3.024286911799125e-07	0	0.0483084730803966	0	NA	1	NA	0	48.47	1	0.7535856030427264	1
Firms8	0.9998171209140112	1	0.9849575757980348	1	NA	1	NA	1	55.71	1	0.909984021011274	1
Firms9	0.9999998827672454	1	0.9982569813728333	1	NA	1	NA	1	83.38	1	0.8868914316215903	1
Fuso2	3.8875101298070706e-15	0	0.0003020697913598	0	NA	0	NA	1	1.2099999999999935	0	0.1404370791667238	0
Gemm2	0.9999999999950998	1	0.9901447296142578	1	NA	0	NA	1	68.63	1	0.9641842418844618	1
Gemm3	0.9999999999719098	1	0.9950491786003112	1	NA	1	NA	0	76.05	1	0.7396678665730714	1
Gemm4	0.9999999411791088	1	0.9850038290023804	1	NA	0	NA	1	68.07	1	0.8312673397569145	1
Gemm5	0.9999999820590112	1	0.9879587888717652	1	NA	0	NA	1	71.01	1	0.5618756262385196	1
Gemm6	0.9999999999894924	1	0.99660325050354	1	NA	1	NA	0	72.4	1	0.4246839913514018	0
Gemm7	0.9999999994504448	1	0.9682216048240662	1	NA	1	NA	0	67.1	1	0.3804340031423396	0
Gemm8	0.7891414672999602	1	1.85650224011e-05	0	NA	0	NA	1	28.41	0	0.0048789120051435	0
Gemm9	0.9999999993946356	1	0.9958523511886596	1	NA	1	NA	0	74.45	1	0.1991799754118596	0
GemmA1	0.9999999800032776	1	0.0001437438477296	0	NA	0	NA	1	33.83	0	0.0803167743472718	0
Gold1	2.1499442930212324e-12	0	1.63722870638e-05	0	NA	0	NA	0	3.700000000000003	0	0.0035351769499955	0
Gold2	5.017891218656452e-12	0	9.109870006795973e-06	0	NA	0	NA	0	3.3299999999999983	0	0.002032261981674	0
Hydr1	0.999999998270624	1	0.0086047779768705	0	NA	0	NA	1	40.32	0	0.062182129420934	0
Hydr2	0.0001449866584525	0	0.0003403498267289	0	NA	0	NA	1	37.39	0	0.0296559920750389	0
J088X1	0.9999999934767058	1	0.4937821328639984	0	NA	1	NA	1	59.5	1	0.5177134200484779	1
KSB1X1	1.0683522164331951e-10	0	6.42834856989e-05	0	NA	0	NA	0	27.44	0	0.0046099550283447	0
KSB1X2	0.0493703832556303	0	0.0003622803196776	0	NA	0	NA	1	28.15000000000001	0	0.1063336697726462	0
KSB1X3	0.9999999944785825	1	0.892168402671814	1	NA	1	NA	1	61.55	1	0.3129590181712005	0
KSB1X4	6.43566434003126e-05	0	0.0001648961770115	0	NA	0	NA	1	16.97	0	0.0150606382625992	0
Krum1	0.2881523293732456	0	0.0058224652893841	0	NA	1	NA	1	28.959999999999997	0	0.3372520102619342	0
Late1	0.9999999973331832	1	0.2078242003917694	0	NA	1	NA	1	58.84	1	0.508634537372748	1
Late2	3.7168443668924763e-17	0	5.722743935621111e-06	0	NA	0	NA	0	7.549999999999997	0	0.0047096180397013	0
Late3	0.9999999999995208	1	0.8708686232566833	1	NA	1	NA	1	61.34	1	0.3870662751910541	0
Lind1	0.9936658044582448	1	0.0119328144937753	0	NA	0	NA	1	30.790000000000006	0	0.3150543390587365	0
Lind2	1.637761392386174e-07	0	0.0001613716885913	0	NA	0	NA	1	14.700000000000005	0	0.0806634729592513	0
Lind4	3.6444345188365094e-13	0	4.3448659425848746e-07	0	NA	0	NA	0	12.159999999999997	0	0.0090495835665676	0
Marg1	1.5144843141050806e-17	0	1.000078384549852e-07	0	NA	0	NA	0	4.819999999999993	0	0.0014748937766239	0
Marg2	5.19146197498712e-14	0	1.51456924868e-05	0	NA	0	NA	1	9.97	0	0.0211846431433744	0
Marg6	8.3446577809385e-22	0	2.84739530798106e-06	0	NA	0	NA	0	3.3299999999999983	0	0.026712801176578	0
Marg7	1.295665145008216e-18	0	6.576864961971296e-06	0	NA	0	NA	0	5.739999999999995	0	0.013471418948224	0
Mari1	0.0291038913982347	0	0.0831073373556137	0	NA	1	NA	1	33.33	0	0.17191100605346	0
Mari2	4.561823066858266e-15	0	1.354231926598004e-06	0	NA	0	NA	0	8.719999999999999	0	0.0030349243269239	0
Mari3	7.222582729885932e-18	0	7.798585102136713e-06	0	NA	0	NA	0	6.439999999999998	0	0.011082566659451	0
Mari5	0.9767716232044716	1	0.0082914810627698	0	NA	1	NA	1	34.67	0	0.0790643255318237	0
Mari6	0.2410282823138525	0	0.2056087404489517	0	NA	0	NA	1	47.94	1	0.1277765132212994	0
Meth1	0.9999999997979384	1	0.5687400102615356	1	NA	1	NA	0	73.35	1	0.4032442901077344	0
Meth2	0.9999923186290008	1	0.302104502916336	0	NA	1	NA	1	80.4	1	0.4460415715447574	0
Meth3	0.9999999815778065	1	0.1081847921013832	0	NA	1	NA	1	50.48	1	0.1508207348370289	0
Meth4	0.9999992588929848	1	0.0221845749765634	0	NA	1	NA	1	42.63	1	0.2122532212103475	0
Meth5	0.9999999915206396	1	0.7170228362083435	1	NA	0	NA	1	47.44	1	0.3750172166157128	0
Muir1	8.643875664661294e-23	0	2.45052945047064e-07	0	NA	0	NA	0	3.4200000000000017	0	0.0028074356338373	0
MyxA1	0.999999999999956	1	0.9992565512657166	1	NA	0	NA	1	73.13	1	0.5270172280649608	1
MyxA2	0.999999843063054	1	0.9089680314064026	1	NA	0	NA	1	60.86	1	0.463596977866723	0
MyxA3	0.9999999882766828	1	0.9780954122543336	1	NA	0	NA	1	62.66	1	0.2479367852604399	0
MyxA4	0.9999999843115188	1	0.9699979424476624	1	NA	0	NA	1	68.87	1	0.6808538597329481	1
Myxo1	0.9999999988590548	1	0.2147953957319259	0	NA	1	NA	1	59.92	1	0.3962525281482494	0
Myxo10	0.9983938964164466	1	5.85722700634e-05	0	NA	0	NA	1	27.819999999999997	0	0.0717556918808241	0
Myxo11	0.9999999995014326	1	0.9856675863265992	1	NA	0	NA	1	64.26	1	0.3997411257999463	0
Myxo13	0.9999999921115628	1	0.9864192605018616	1	NA	0	NA	1	60.3	1	0.6482490780302593	1
Myxo14	0.6657254267164397	1	0.999514937400818	1	NA	1	NA	1	75.01	1	0.6959570883075424	1
Myxo15	0.999984705929008	1	0.9982155561447144	1	NA	0	NA	1	75.46	1	0.7780337642295565	1
Myxo17	0.9999999994213948	1	0.0282047558575868	0	NA	0	NA	1	48.24	1	0.1614226957619776	0
Myxo18	0.9824225803367044	1	0.9999059438705444	1	NA	0	NA	1	89.59	1	0.9612772406213552	1
Myxo19	0.9999999999998288	1	0.0145131452009081	0	NA	1	NA	1	32.7	1	0.4606013871587289	0
Myxo2	4.402228238611365e-11	0	3.27365596604e-05	0	NA	0	NA	0	25.379999999999995	0	0.0390034719838101	0
Myxo3	0.9999976812548492	1	0.8418627977371216	1	NA	1	NA	1	77.84	1	0.771621368837945	1
Myxo5	0.983189361782717	1	0.99865061044693	1	NA	1	NA	1	84.39	1	0.9062360377678303	1
Myxo6	0.999933402843028	1	0.9995326995849608	1	NA	1	NA	1	73.06	1	0.5564171940884549	1
Myxo7	0.9999999999889516	1	0.9520052671432496	1	NA	1	NA	1	72.89	1	0.7382307886165963	1
Myxo8	0.9999999727921978	1	0.9995759129524232	1	NA	1	NA	1	75.3	1	0.9141510097221616	1
Myxo9	0.9999999993957388	1	0.999221682548523	1	NA	1	NA	1	68.47	1	0.9446083225929184	1
NPL1	1.3579700274966978e-19	0	0.000533579965122	0	NA	0	NA	0	6.579999999999998	0	0.024951081167466	0
Nitr1	7.674121242703416e-08	0	0.0010657066013664	0	NA	0	NA	0	20.33	0	0.0891956973999179	0
Nitr10	0.9999999996486212	1	0.599381148815155	1	NA	0	NA	1	53.38	1	0.5314070403398578	1
Nitr11	2.1724706218568607e-09	0	3.576632707336102e-06	0	NA	0	NA	1	9.959999999999994	0	0.1696413196782656	0
Nitr12	7.184159609060564e-11	0	0.0001283729361603	0	NA	0	NA	0	11.310000000000002	0	0.0417543760786672	0
Nitr13	1.1098335222042135e-08	0	6.7668111114471685e-06	0	NA	0	NA	0	5.890000000000001	0	0.0409679828903181	0
Nitr14	6.187947770413141e-10	0	2.52513418672e-05	0	NA	0	NA	0	7.040000000000006	0	0.0417543760786672	0
Nitr15	0.892473286720275	1	0.5402522683143616	1	NA	0	NA	1	34.209999999999994	0	0.8036223345609556	1
Nitr16	2.219459275907706e-09	0	2.288185442012036e-06	0	NA	0	NA	1	5.950000000000003	0	0.0936199906890931	0
Nitr17	1.6386940802363234e-12	0	2.001411019136868e-07	0	NA	0	NA	0	5.5	0	0.0083983595496721	0
Nitr2	0.9987947683212668	1	5.36921252205e-05	0	NA	1	NA	1	16.709999999999994	0	0.0412257533045815	0
Nitr3	0.9999999866143148	1	0.7617714405059814	1	NA	0	NA	1	61.52	1	0.200811954424151	0
Nitr4	0.0666445780261293	0	0.5675957798957825	1	NA	0	NA	1	41.89	1	0.3677797355226661	0
Nitr5	2.6238416001652873e-16	0	8.86099726926659e-08	0	NA	0	NA	0	1.1599999999999966	0	0.0101479416609578	0
Nitr6	0.9999999999832754	1	0.4632934629917145	0	NA	0	NA	1	48.32	1	0.5314070403398578	1
Nitr7	0.3866846205512106	0	0.0002451622858643	0	NA	0	NA	0	21.39	0	0.024762142670853	0
Nitr8	0.99716082306885	1	0.1795625239610672	0	NA	0	NA	1	27.430000000000007	0	0.3087019483050172	0
Nitr9	0.0684052485106278	0	3.68311020793044e-06	0	NA	0	NA	1	15.61	0	0.099923179090981	0
Nits1	0.9999024833104768	1	0.3752049803733825	0	NA	0	NA	1	50.89	1	0.2266055569222513	0
Nits2	9.153007063734494e-05	0	0.0002712427813094	0	NA	0	NA	0	13.36	0	0.0368436328694289	0
Nits3	0.0002943287304286	0	0.5667679905891418	1	NA	0	NA	1	23.91	0	0.1645625006867775	0
Nits4	1.430594592218524e-12	0	3.0859077924105804e-06	0	NA	0	NA	0	7.329999999999998	0	0.0093483248572363	0
NitsA1	0.9999999625033376	1	0.5126227736473083	1	NA	0	NA	1	54.34	1	0.0708807014292716	0
NitsA2	0.9999999999984832	1	0.904672145843506	1	NA	0	NA	1	56.65	1	0.5169445341972108	1
NitsA3	1.318303031715832e-07	0	0.0012846861500293	0	NA	0	NA	1	12.060000000000002	0	0.0365251930386386	0
OLB1X1	0.9680829032253624	1	0.039035465568304	0	NA	0	NA	0	39.19	0	0.0729238594048699	0
Omni2	6.195068437727234e-08	0	0.0017366961110383	0	NA	0	NA	0	17.689999999999998	0	0.0410063415197354	0
Omni3	1.1510187855687586e-19	0	4.10502434533e-05	0	NA	0	NA	1	7.799999999999997	0	0.0047096180397013	0
Omni4	2.810916957553616e-06	0	0.0194085948169231	0	NA	0	NA	0	26.0	0	0.0548695769367166	0
Omni6	0.9999827635176152	1	0.8029480576515198	1	NA	1	NA	1	46.93	1	0.6395998354158643	1
Omni7	2.66239519575408e-06	0	0.0960122421383857	0	NA	0	NA	1	20.040000000000006	0	0.3122405332256168	0
Omni8	0.999999813837916	1	0.6897936463356018	1	NA	1	NA	1	44.38	1	0.1449699282366978	0
P4572X1	0.9948643057816806	1	0.2683000266551971	0	NA	1	NA	0	46.79	1	0.1868344969451484	0
Pate1	5.489071949715253e-14	0	0.7074288725852966	1	NA	0	NA	1	25.730000000000004	0	0.233155646003108	0
Pate10	1.5777261015811096e-13	0	0.3517442047595978	0	NA	0	NA	1	10.920000000000002	0	0.3685708548125036	0
Pate11	1.0416317846066922e-18	0	0.029870219528675	0	NA	0	NA	1	8.739999999999995	0	0.0592588772446223	0
Pate12	9.817498266632052e-16	0	0.3772426843643188	0	NA	0	NA	1	15.129999999999995	0	0.3137112666113641	0
Pate13	1.4199623745912193e-13	0	0.0484239384531974	0	NA	0	NA	1	12.53	0	0.3188904831086315	0
Pate14	6.44954362208619e-14	0	0.3411841690540313	0	NA	0	NA	1	9.89	0	0.3188904831086315	0
Pate15	1.0296711872860218e-12	0	0.8569480776786804	1	NA	0	NA	1	18.840000000000003	0	0.713626221983299	1
Pate17	2.9299446593317693e-13	0	0.4128769338130951	0	NA	0	NA	1	12.230000000000004	0	0.3137112666113641	0
Pate18	9.687464992208068e-08	0	0.217682808637619	0	NA	0	NA	1	22.25	0	0.2686821710660914	0
Pate19	1.793047755361955e-13	0	0.3453041315078735	0	NA	0	NA	1	17.310000000000002	0	0.2649581448903071	0
Pate21	8.504543664680846e-15	0	0.0512103289365768	0	NA	0	NA	1	12.459999999999994	0	0.2423766337506028	0
Pate22	6.791573262131862e-15	0	0.3249893486499786	0	NA	0	NA	1	15.989999999999997	0	0.3137112666113641	0
Pate23	1.2516627976724704e-12	0	7.72823987063e-05	0	NA	0	NA	1	8.879999999999995	0	0.0132561872759844	0
Pate24	2.3516008648120603e-14	0	0.6423031687736511	1	NA	0	NA	1	11.620000000000005	0	0.3137112666113641	0
Pate25	2.4109445187715578e-12	0	0.1124811843037605	0	NA	0	NA	1	13.930000000000009	0	0.3188904831086315	0
Pate26	1.3123311029652148e-14	0	0.2878302335739136	0	NA	0	NA	1	14.72	0	0.1951351424933305	0
Pate27	4.915740586809116e-10	0	0.7830663323402405	1	NA	0	NA	1	23.47	1	0.5461504181696226	1
