DATASET_COLORSTRIP
#In colored strip datasets, each ID is associated to a color box/strip and can have an optional label. Color can be specified in hexadecimal, RGB or RGBA notation. When using RGB or RGBA notation, you cannot use COMMA as the dataset separator

#lines starting with a hash are comments and ignored during parsing

#=================================================================#
#                    MANDATORY SETTINGS                           #
#=================================================================#
#select the separator which is used to delimit the data below (TAB,SPACE or COMMA).This separator must be used throughout this file (except in the SEPARATOR line, which uses space).

#SEPARATOR TAB
SEPARATOR COMMA
#SEPARATOR SPACE

#label is used in the legend table (can be changed later)
DATASET_LABEL,LR prediction

#dataset color (can be changed later)
COLOR,#ff0000

#=================================================================#
#                    OPTIONAL SETTINGS                            #
#=================================================================#

#If COLOR_BRANCHES is set to 1, branches of the tree will be colored according to the colors of the strips above the leaves.
#When all children of a node have the same color, it will be colored the same, ie. the color will propagate inwards towards the root.
#COLOR_BRANCHES,0

#each dataset can have a legend, which is defined below
#for each row in the legend, there should be one shape, color and label
#shape should be a number between 1 and 6:
#1: square
#2: circle
#3: star
#4: right pointing triangle
#5: left pointing triangle
#6: checkmark

#LEGEND_TITLE Dataset_legend
#LEGEND_SHAPES 1 1 2 2
#LEGEND_COLORS #ff0000 #00ff00 rgba(0,255,0,0.5) #0000ff
#LEGEND_LABELS value1 value2 value3 value4

LEGEND_TITLE,LR prediction
INO58459,#FFC75F,Aerobe
INO43453,#FFC75F,Aerobe
INO45535,#FFC75F,Aerobe
INO35522,#FFC75F,Aerobe
INO37473,#FFC75F,Aerobe
INO39415,#FFC75F,Aerobe
INO41417,#FFC75F,Aerobe
INO41416,#FFC75F,Aerobe
INO43452,#FFC75F,Aerobe
INO45534,#FFC75F,Aerobe
INO47666,#FFC75F,Aerobe
INO49829,#FFC75F,Aerobe
INO52029,#FFC75F,Aerobe
INO47665,#FFC75F,Aerobe
INO49828,#FFC75F,Aerobe
INO49827,#FFC75F,Aerobe
INO45533,#FFC75F,Aerobe
INO47664,#FFC75F,Aerobe
INO49826,#FFC75F,Aerobe
INO52028,#FFC75F,Aerobe
INO54208,#FFC75F,Aerobe
INO56394,#FFC75F,Aerobe
INO56393,#FFC75F,Aerobe
INO54207,#FFC75F,Aerobe
INO52027,#FFC75F,Aerobe
INO54206,#FFC75F,Aerobe
INO56392,#FFC75F,Aerobe
INO58458,#FFC75F,Aerobe
INO60403,#FFC75F,Aerobe
INO62243,#FFC75F,Aerobe
INO63975,#FFC75F,Aerobe
INO58457,#FFC75F,Aerobe
INO56391,#FFC75F,Aerobe
INO58456,#FFC75F,Aerobe
INO60402,#FFC75F,Aerobe
INO62242,#FFC75F,Aerobe
INO63974,#FFC75F,Aerobe
INO65586,#FFC75F,Aerobe
INO67115,#FFC75F,Aerobe
INO65585,#FFC75F,Aerobe
INO67114,#FFC75F,Aerobe
INO68541,#FFC75F,Aerobe
INO69910,#FFC75F,Aerobe
INO71109,#FFC75F,Aerobe
INO72212,#FFC75F,Aerobe
INO73242,#FFC75F,Aerobe
INO74120,#FFC75F,Aerobe
INO72211,#FFC75F,Aerobe
INO73241,#FFC75F,Aerobe
INO74119,#FFC75F,Aerobe
INO74118,#FFC75F,Aerobe
INO69909,#FFC75F,Aerobe
INO71108,#FFC75F,Aerobe
INO72210,#FFC75F,Aerobe
INO73240,#FFC75F,Aerobe
INO74117,#FFC75F,Aerobe
INO74871,#FFC75F,Aerobe
INO73239,#FFC75F,Aerobe
INO71107,#FFC75F,Aerobe
INO72209,#FFC75F,Aerobe
INO72208,#FFC75F,Aerobe
INO68540,#FFC75F,Aerobe
INO69908,#FFC75F,Aerobe
INO71106,#FFC75F,Aerobe
INO72207,#FFC75F,Aerobe
INO73238,#FFC75F,Aerobe
INO67113,#FFC75F,Aerobe
INO68539,#FFC75F,Aerobe
INO69907,#FFC75F,Aerobe
INO71105,#FFC75F,Aerobe
INO71104,#FFC75F,Aerobe
INO72206,#FFC75F,Aerobe
INO73237,#FFC75F,Aerobe
INO72205,#FFC75F,Aerobe
INO73236,#FFC75F,Aerobe
INO74116,#FFC75F,Aerobe
INO69906,#FFC75F,Aerobe
INO68538,#FFC75F,Aerobe
INO69905,#FFC75F,Aerobe
INO63973,#FFC75F,Aerobe
INO65584,#FFC75F,Aerobe
INO67112,#FFC75F,Aerobe
INO68537,#FFC75F,Aerobe
INO67111,#FFC75F,Aerobe
INO49825,#FFC75F,Aerobe
INO52026,#FFC75F,Aerobe
INO54205,#FFC75F,Aerobe
INO56390,#FFC75F,Aerobe
INO58455,#FFC75F,Aerobe
INO58454,#FFC75F,Aerobe
INO60401,#FFC75F,Aerobe
INO62241,#FFC75F,Aerobe
INO63972,#FFC75F,Aerobe
INO65583,#FFC75F,Aerobe
INO67110,#FFC75F,Aerobe
INO68536,#FFC75F,Aerobe
INO69904,#FFC75F,Aerobe
INO71103,#FFC75F,Aerobe
INO71102,#FFC75F,Aerobe
INO69903,#FFC75F,Aerobe
INO71101,#FFC75F,Aerobe
INO72204,#FFC75F,Aerobe
INO72203,#FFC75F,Aerobe
INO73235,#FFC75F,Aerobe
INO71100,#FFC75F,Aerobe
INO63971,#FFC75F,Aerobe
INO65582,#FFC75F,Aerobe
INO67109,#FFC75F,Aerobe
INO68535,#FFC75F,Aerobe
INO69902,#FFC75F,Aerobe
INO71099,#FFC75F,Aerobe
INO67108,#FFC75F,Aerobe
INO65581,#FFC75F,Aerobe
INO67107,#FFC75F,Aerobe
INO68534,#FFC75F,Aerobe
INO67106,#FFC75F,Aerobe
INO62240,#FFC75F,Aerobe
INO60400,#FFC75F,Aerobe
INO62239,#FFC75F,Aerobe
INO56389,#FFC75F,Aerobe
INO54204,#FFC75F,Aerobe
INO56388,#FFC75F,Aerobe
INO58453,#FFC75F,Aerobe
INO60399,#FFC75F,Aerobe
INO62238,#FFC75F,Aerobe
INO63970,#FFC75F,Aerobe
INO65580,#FFC75F,Aerobe
INO67105,#FFC75F,Aerobe
INO68533,#FFC75F,Aerobe
INO69901,#FFC75F,Aerobe
INO71098,#FFC75F,Aerobe
INO72202,#FFC75F,Aerobe
INO69900,#FFC75F,Aerobe
INO71097,#FFC75F,Aerobe
INO72201,#FFC75F,Aerobe
INO73234,#FFC75F,Aerobe
INO74115,#FFC75F,Aerobe
INO72200,#FFC75F,Aerobe
INO73233,#FFC75F,Aerobe
INO74114,#FFC75F,Aerobe
INO71096,#FFC75F,Aerobe
INO72199,#FFC75F,Aerobe
INO72198,#FFC75F,Aerobe
INO73232,#FFC75F,Aerobe
INO73231,#FFC75F,Aerobe
INO74113,#FFC75F,Aerobe
INO68532,#FFC75F,Aerobe
INO69899,#FFC75F,Aerobe
INO71095,#FFC75F,Aerobe
INO72197,#FFC75F,Aerobe
INO73230,#FFC75F,Aerobe
INO74112,#FFC75F,Aerobe
INO72196,#FFC75F,Aerobe
INO73229,#FFC75F,Aerobe
INO74111,#FFC75F,Aerobe
INO71094,#FFC75F,Aerobe
INO72195,#FFC75F,Aerobe
INO73228,#FFC75F,Aerobe
INO74110,#FFC75F,Aerobe
INO74870,#FFC75F,Aerobe
INO75539,#FFC75F,Aerobe
INO76159,#FFC75F,Aerobe
INO76703,#FFC75F,Aerobe
INO76158,#FFC75F,Aerobe
INO76702,#FFC75F,Aerobe
INO77162,#FFC75F,Aerobe
INO77602,#FFC75F,Aerobe
INO77601,#FFC75F,Aerobe
INO69898,#FFC75F,Aerobe
INO71093,#FFC75F,Aerobe
INO72194,#FFC75F,Aerobe
INO73227,#FFC75F,Aerobe
INO74109,#FFC75F,Aerobe
INO72193,#FFC75F,Aerobe
INO73226,#FFC75F,Aerobe
INO74108,#FFC75F,Aerobe
INO74869,#FFC75F,Aerobe
INO75538,#FFC75F,Aerobe
INO76157,#FFC75F,Aerobe
INO76701,#FFC75F,Aerobe
INO77161,#FFC75F,Aerobe
INO76700,#FFC75F,Aerobe
INO77160,#FFC75F,Aerobe
INO77600,#FFC75F,Aerobe
INO78016,#FFC75F,Aerobe
INO78375,#FFC75F,Aerobe
INO78714,#FFC75F,Aerobe
INO78015,#FFC75F,Aerobe
INO78374,#FFC75F,Aerobe
INO77599,#FFC75F,Aerobe
INO71092,#FFC75F,Aerobe
INO65579,#FFC75F,Aerobe
INO67104,#FFC75F,Aerobe
INO68531,#FFC75F,Aerobe
INO69897,#FFC75F,Aerobe
INO69896,#FFC75F,Aerobe
INO63969,#FFC75F,Aerobe
INO62237,#FFC75F,Aerobe
INO63968,#FFC75F,Aerobe
INO65578,#FFC75F,Aerobe
INO60398,#FFC75F,Aerobe
INO62236,#FFC75F,Aerobe
INO58452,#FFC75F,Aerobe
INO60397,#FFC75F,Aerobe
INO62235,#FFC75F,Aerobe
INO63967,#FFC75F,Aerobe
INO62234,#FFC75F,Aerobe
INO60396,#FFC75F,Aerobe
INO62233,#FFC75F,Aerobe
INO63966,#FFC75F,Aerobe
INO65577,#FFC75F,Aerobe
INO62232,#FFC75F,Aerobe
INO63965,#FFC75F,Aerobe
INO65576,#FFC75F,Aerobe
INO67103,#FFC75F,Aerobe
INO67102,#FFC75F,Aerobe
INO68530,#FFC75F,Aerobe
INO69895,#FFC75F,Aerobe
INO71091,#FFC75F,Aerobe
INO65575,#FFC75F,Aerobe
INO67101,#FFC75F,Aerobe
INO67100,#FFC75F,Aerobe
INO52025,#FFC75F,Aerobe
INO54203,#FFC75F,Aerobe
INO56387,#FFC75F,Aerobe
INO54202,#FFC75F,Aerobe
INO56386,#FFC75F,Aerobe
INO58451,#FFC75F,Aerobe
INO60395,#FFC75F,Aerobe
INO62231,#FFC75F,Aerobe
INO63964,#FFC75F,Aerobe
INO60394,#FFC75F,Aerobe
INO56385,#FFC75F,Aerobe
INO58450,#FFC75F,Aerobe
INO47663,#FFC75F,Aerobe
INO49824,#FFC75F,Aerobe
INO52024,#FFC75F,Aerobe
INO54201,#FFC75F,Aerobe
INO56384,#FFC75F,Aerobe
INO58449,#FFC75F,Aerobe
INO56383,#FFC75F,Aerobe
INO52023,#FFC75F,Aerobe
INO54200,#FFC75F,Aerobe
INO56382,#FFC75F,Aerobe
INO58448,#FFC75F,Aerobe
INO60393,#FFC75F,Aerobe
INO62230,#FFC75F,Aerobe
INO63963,#FFC75F,Aerobe
INO58447,#FFC75F,Aerobe
INO60392,#FFC75F,Aerobe
INO54199,#FFC75F,Aerobe
INO56381,#FFC75F,Aerobe
INO58446,#FFC75F,Aerobe
INO49823,#FFC75F,Aerobe
INO52022,#FFC75F,Aerobe
INO54198,#FFC75F,Aerobe
INO56380,#FFC75F,Aerobe
INO58445,#FFC75F,Aerobe
INO60391,#FFC75F,Aerobe
INO62229,#FFC75F,Aerobe
INO56379,#FFC75F,Aerobe
INO54197,#FFC75F,Aerobe
INO56378,#FFC75F,Aerobe
INO58444,#FFC75F,Aerobe
INO60390,#FFC75F,Aerobe
INO58443,#FFC75F,Aerobe
INO56377,#FFC75F,Aerobe
INO58442,#FFC75F,Aerobe
INO60389,#FFC75F,Aerobe
INO62228,#FFC75F,Aerobe
INO63962,#FFC75F,Aerobe
INO65574,#FFC75F,Aerobe
INO67099,#FFC75F,Aerobe
INO68529,#FFC75F,Aerobe
INO63961,#FFC75F,Aerobe
INO60388,#FFC75F,Aerobe
INO62227,#FFC75F,Aerobe
INO63960,#FFC75F,Aerobe
INO65573,#FFC75F,Aerobe
INO62226,#FFC75F,Aerobe
INO63959,#FFC75F,Aerobe
INO65572,#FFC75F,Aerobe
INO58441,#FFC75F,Aerobe
INO60387,#FFC75F,Aerobe
INO62225,#FFC75F,Aerobe
INO62224,#FFC75F,Aerobe
INO43451,#FFC75F,Aerobe
INO45532,#FFC75F,Aerobe
INO39414,#FFC75F,Aerobe
INO41415,#FFC75F,Aerobe
INO41414,#FFC75F,Aerobe
INO43450,#FFC75F,Aerobe
INO37472,#FFC75F,Aerobe
INO39413,#FFC75F,Aerobe
INO41413,#FFC75F,Aerobe
INO41412,#FFC75F,Aerobe
INO43449,#FFC75F,Aerobe
INO45531,#FFC75F,Aerobe
INO47662,#FFC75F,Aerobe
INO49822,#FFC75F,Aerobe
INO52021,#FFC75F,Aerobe
INO54196,#FFC75F,Aerobe
INO54195,#FFC75F,Aerobe
INO47661,#FFC75F,Aerobe
INO49821,#FFC75F,Aerobe
INO52020,#FFC75F,Aerobe
INO54194,#FFC75F,Aerobe
INO56376,#FFC75F,Aerobe
INO58440,#FFC75F,Aerobe
INO60386,#FFC75F,Aerobe
INO62223,#FFC75F,Aerobe
INO56375,#FFC75F,Aerobe
INO54193,#FFC75F,Aerobe
INO56374,#FFC75F,Aerobe
INO49820,#FFC75F,Aerobe
INO52019,#FFC75F,Aerobe
INO45530,#FFC75F,Aerobe
INO43448,#FFC75F,Aerobe
INO45529,#FFC75F,Aerobe
INO47660,#FFC75F,Aerobe
INO39412,#FFC75F,Aerobe
INO41411,#FFC75F,Aerobe
INO31742,#FFC75F,Aerobe
INO33616,#FFC75F,Aerobe
INO29880,#FFC75F,Aerobe
INO31741,#FFC75F,Aerobe
INO33615,#FFC75F,Aerobe
INO35521,#FFC75F,Aerobe
INO37471,#FFC75F,Aerobe
INO37470,#FFC75F,Aerobe
INO35520,#FFC75F,Aerobe
INO37469,#FFC75F,Aerobe
INO33614,#FFC75F,Aerobe
INO35519,#FFC75F,Aerobe
INO37468,#FFC75F,Aerobe
INO37467,#FFC75F,Aerobe
INO39411,#FFC75F,Aerobe
INO41410,#FFC75F,Aerobe
INO43447,#FFC75F,Aerobe
INO45528,#FFC75F,Aerobe
INO47659,#FFC75F,Aerobe
INO49819,#FFC75F,Aerobe
INO52018,#FFC75F,Aerobe
INO52017,#FFC75F,Aerobe
INO54192,#FFC75F,Aerobe
INO35518,#FFC75F,Aerobe
INO31740,#FFC75F,Aerobe
INO26160,#FFC75F,Aerobe
INO28011,#FFC75F,Aerobe
INO29879,#FFC75F,Aerobe
INO31739,#FFC75F,Aerobe
INO33613,#FFC75F,Aerobe
INO35517,#FFC75F,Aerobe
INO37466,#FFC75F,Aerobe
INO33612,#FFC75F,Aerobe
INO35516,#FFC75F,Aerobe
INO37465,#FFC75F,Aerobe
INO39410,#FFC75F,Aerobe
INO41409,#FFC75F,Aerobe
INO41408,#FFC75F,Aerobe
INO43446,#FFC75F,Aerobe
INO45527,#FFC75F,Aerobe
INO39409,#FFC75F,Aerobe
INO41407,#FFC75F,Aerobe
INO43445,#FFC75F,Aerobe
INO45526,#FFC75F,Aerobe
INO47658,#FFC75F,Aerobe
INO43444,#FFC75F,Aerobe
INO45525,#FFC75F,Aerobe
INO45524,#FFC75F,Aerobe
INO41406,#FFC75F,Aerobe
INO43443,#FFC75F,Aerobe
INO45523,#FFC75F,Aerobe
INO47657,#FFC75F,Aerobe
INO49818,#FFC75F,Aerobe
INO52016,#FFC75F,Aerobe
INO54191,#FFC75F,Aerobe
INO56373,#FFC75F,Aerobe
INO58439,#FFC75F,Aerobe
INO60385,#FFC75F,Aerobe
INO58438,#FFC75F,Aerobe
INO49817,#FFC75F,Aerobe
INO52015,#FFC75F,Aerobe
INO54190,#FFC75F,Aerobe
INO56372,#FFC75F,Aerobe
INO45522,#FFC75F,Aerobe
INO47656,#FFC75F,Aerobe
INO49816,#FFC75F,Aerobe
INO43442,#FFC75F,Aerobe
INO45521,#FFC75F,Aerobe
INO47655,#FFC75F,Aerobe
INO49815,#FFC75F,Aerobe
INO52014,#D65DB1,Anaerobe
INO52013,#FFC75F,Aerobe
INO49814,#FFC75F,Aerobe
INO35515,#FFC75F,Aerobe
INO37464,#FFC75F,Aerobe
INO39408,#FFC75F,Aerobe
INO41405,#FFC75F,Aerobe
INO41404,#FFC75F,Aerobe
INO39407,#FFC75F,Aerobe
INO41403,#FFC75F,Aerobe
INO37463,#FFC75F,Aerobe
INO39406,#FFC75F,Aerobe
INO41402,#FFC75F,Aerobe
INO41401,#FFC75F,Aerobe
INO39405,#FFC75F,Aerobe
INO31738,#FFC75F,Aerobe
INO33611,#FFC75F,Aerobe
INO35514,#FFC75F,Aerobe
INO37462,#FFC75F,Aerobe
INO39404,#FFC75F,Aerobe
INO29878,#FFC75F,Aerobe
INO31737,#FFC75F,Aerobe
INO33610,#FFC75F,Aerobe
INO35513,#FFC75F,Aerobe
INO37461,#FFC75F,Aerobe
INO33609,#FFC75F,Aerobe
INO35512,#FFC75F,Aerobe
INO37460,#FFC75F,Aerobe
INO37459,#FFC75F,Aerobe
INO35511,#FFC75F,Aerobe
INO37458,#FFC75F,Aerobe
INO31736,#FFC75F,Aerobe
INO33608,#FFC75F,Aerobe
INO35510,#FFC75F,Aerobe
INO37457,#FFC75F,Aerobe
INO39403,#FFC75F,Aerobe
INO28010,#FFC75F,Aerobe
INO29877,#FFC75F,Aerobe
INO31735,#D65DB1,Anaerobe
INO33607,#D65DB1,Anaerobe
INO35509,#D65DB1,Anaerobe
INO37456,#D65DB1,Anaerobe
INO39402,#D65DB1,Anaerobe
INO41400,#D65DB1,Anaerobe
INO43441,#D65DB1,Anaerobe
INO45520,#D65DB1,Anaerobe
INO45519,#D65DB1,Anaerobe
INO47654,#D65DB1,Anaerobe
INO43440,#FFC75F,Aerobe
INO45518,#FFC75F,Aerobe
INO47653,#FFC75F,Aerobe
INO49813,#FFC75F,Aerobe
INO52012,#FFC75F,Aerobe
INO52011,#FFC75F,Aerobe
INO54189,#FFC75F,Aerobe
INO45517,#FFC75F,Aerobe
INO47652,#FFC75F,Aerobe
INO49812,#FFC75F,Aerobe
INO47651,#FFC75F,Aerobe
INO41399,#D65DB1,Anaerobe
INO43439,#D65DB1,Anaerobe
INO39401,#FFC75F,Aerobe
INO41398,#FFC75F,Aerobe
INO41397,#FFC75F,Aerobe
INO43438,#FFC75F,Aerobe
INO45516,#FFC75F,Aerobe
INO47650,#FFC75F,Aerobe
INO49811,#FFC75F,Aerobe
INO52010,#D65DB1,Anaerobe
INO49810,#FFC75F,Aerobe
INO52009,#FFC75F,Aerobe
INO54188,#FFC75F,Aerobe
INO54187,#FFC75F,Aerobe
INO56371,#FFC75F,Aerobe
INO45515,#D65DB1,Anaerobe
INO47649,#D65DB1,Anaerobe
INO49809,#D65DB1,Anaerobe
INO43437,#FFC75F,Aerobe
INO45514,#FFC75F,Aerobe
INO45513,#FFC75F,Aerobe
INO47648,#D65DB1,Anaerobe
INO49808,#D65DB1,Anaerobe
INO52008,#D65DB1,Anaerobe
INO54186,#D65DB1,Anaerobe
INO47647,#D65DB1,Anaerobe
INO49807,#D65DB1,Anaerobe
INO52007,#D65DB1,Anaerobe
INO54185,#D65DB1,Anaerobe
INO54184,#D65DB1,Anaerobe
INO56370,#FFC75F,Aerobe
INO37455,#D65DB1,Anaerobe
INO39400,#D65DB1,Anaerobe
INO41396,#D65DB1,Anaerobe
INO39399,#D65DB1,Anaerobe
INO35508,#D65DB1,Anaerobe
INO37454,#D65DB1,Anaerobe
INO39398,#D65DB1,Anaerobe
INO41395,#D65DB1,Anaerobe
INO43436,#D65DB1,Anaerobe
INO45512,#D65DB1,Anaerobe
INO45511,#D65DB1,Anaerobe
INO47646,#D65DB1,Anaerobe
INO49806,#D65DB1,Anaerobe
INO52006,#D65DB1,Anaerobe
INO54183,#D65DB1,Anaerobe
INO52005,#D65DB1,Anaerobe
INO54182,#D65DB1,Anaerobe
INO49805,#D65DB1,Anaerobe
INO43435,#D65DB1,Anaerobe
INO45510,#D65DB1,Anaerobe
INO41394,#D65DB1,Anaerobe
INO43434,#D65DB1,Anaerobe
INO39397,#D65DB1,Anaerobe
INO33606,#D65DB1,Anaerobe
INO35507,#D65DB1,Anaerobe
INO37453,#D65DB1,Anaerobe
INO39396,#D65DB1,Anaerobe
INO37452,#D65DB1,Anaerobe
INO39395,#D65DB1,Anaerobe
INO41393,#D65DB1,Anaerobe
INO43433,#D65DB1,Anaerobe
INO45509,#D65DB1,Anaerobe
INO29876,#FFC75F,Aerobe
INO31734,#FFC75F,Aerobe
INO33605,#FFC75F,Aerobe
INO31733,#FFC75F,Aerobe
INO33604,#FFC75F,Aerobe
INO35506,#FFC75F,Aerobe
INO37451,#FFC75F,Aerobe
INO39394,#FFC75F,Aerobe
INO37450,#FFC75F,Aerobe
INO39393,#FFC75F,Aerobe
INO41392,#FFC75F,Aerobe
INO43432,#FFC75F,Aerobe
INO35505,#FFC75F,Aerobe
INO33603,#FFC75F,Aerobe
INO35504,#FFC75F,Aerobe
INO37449,#FFC75F,Aerobe
INO39392,#D65DB1,Anaerobe
INO37448,#FFC75F,Aerobe
INO39391,#FFC75F,Aerobe
INO35503,#FFC75F,Aerobe
INO37447,#FFC75F,Aerobe
INO37446,#FFC75F,Aerobe
INO39390,#FFC75F,Aerobe
INO18788,#FFC75F,Aerobe
INO20603,#FFC75F,Aerobe
INO22421,#FFC75F,Aerobe
INO24292,#FFC75F,Aerobe
INO26159,#FFC75F,Aerobe
INO28009,#FFC75F,Aerobe
INO26158,#FFC75F,Aerobe
INO24291,#FFC75F,Aerobe
INO26157,#FFC75F,Aerobe
INO28008,#FFC75F,Aerobe
INO29875,#FFC75F,Aerobe
INO31732,#FFC75F,Aerobe
INO29874,#FFC75F,Aerobe
INO28007,#FFC75F,Aerobe
INO29873,#FFC75F,Aerobe
INO31731,#FFC75F,Aerobe
INO33602,#FFC75F,Aerobe
INO33601,#FFC75F,Aerobe
INO35502,#FFC75F,Aerobe
INO35501,#FFC75F,Aerobe
INO37445,#FFC75F,Aerobe
INO39389,#FFC75F,Aerobe
INO29872,#FFC75F,Aerobe
INO31730,#FFC75F,Aerobe
INO33600,#D65DB1,Anaerobe
INO35500,#D65DB1,Anaerobe
INO37444,#D65DB1,Anaerobe
INO37443,#D65DB1,Anaerobe
INO39388,#FFC75F,Aerobe
INO41391,#FFC75F,Aerobe
INO43431,#FFC75F,Aerobe
INO45508,#FFC75F,Aerobe
INO47645,#FFC75F,Aerobe
INO49804,#FFC75F,Aerobe
INO49803,#FFC75F,Aerobe
INO52004,#FFC75F,Aerobe
INO47644,#FFC75F,Aerobe
INO49802,#FFC75F,Aerobe
INO52003,#FFC75F,Aerobe
INO54181,#FFC75F,Aerobe
INO56369,#FFC75F,Aerobe
INO58437,#FFC75F,Aerobe
INO60384,#FFC75F,Aerobe
INO58436,#FFC75F,Aerobe
INO52002,#FFC75F,Aerobe
INO43430,#FFC75F,Aerobe
INO45507,#FFC75F,Aerobe
INO47643,#FFC75F,Aerobe
INO49801,#FFC75F,Aerobe
INO52001,#FFC75F,Aerobe
INO54180,#FFC75F,Aerobe
INO54179,#FFC75F,Aerobe
INO47642,#FFC75F,Aerobe
INO49800,#FFC75F,Aerobe
INO45506,#FFC75F,Aerobe
INO39387,#D65DB1,Anaerobe
INO41390,#D65DB1,Anaerobe
INO43429,#D65DB1,Anaerobe
INO45505,#D65DB1,Anaerobe
INO47641,#D65DB1,Anaerobe
INO43428,#D65DB1,Anaerobe
INO41389,#D65DB1,Anaerobe
INO43427,#D65DB1,Anaerobe
INO45504,#D65DB1,Anaerobe
INO45503,#D65DB1,Anaerobe
INO47640,#D65DB1,Anaerobe
INO47639,#D65DB1,Anaerobe
INO49799,#D65DB1,Anaerobe
INO52000,#D65DB1,Anaerobe
INO54178,#D65DB1,Anaerobe
INO54177,#D65DB1,Anaerobe
INO49798,#D65DB1,Anaerobe
INO31729,#D65DB1,Anaerobe
INO33599,#D65DB1,Anaerobe
INO26156,#FFC75F,Aerobe
INO28006,#D65DB1,Anaerobe
INO29871,#FFC75F,Aerobe
INO31728,#FFC75F,Aerobe
INO33598,#FFC75F,Aerobe
INO35499,#FFC75F,Aerobe
INO37442,#FFC75F,Aerobe
INO33597,#FFC75F,Aerobe
INO35498,#D65DB1,Anaerobe
INO37441,#D65DB1,Anaerobe
INO39386,#D65DB1,Anaerobe
INO41388,#D65DB1,Anaerobe
INO43426,#D65DB1,Anaerobe
INO43425,#D65DB1,Anaerobe
INO45502,#FFC75F,Aerobe
INO47638,#FFC75F,Aerobe
INO49797,#FFC75F,Aerobe
INO51999,#FFC75F,Aerobe
INO51998,#FFC75F,Aerobe
INO54176,#FFC75F,Aerobe
INO47637,#FFC75F,Aerobe
INO49796,#FFC75F,Aerobe
INO45501,#D65DB1,Anaerobe
INO47636,#D65DB1,Anaerobe
INO47635,#D65DB1,Anaerobe
INO49795,#D65DB1,Anaerobe
INO51997,#D65DB1,Anaerobe
INO41387,#D65DB1,Anaerobe
INO43424,#D65DB1,Anaerobe
INO45500,#D65DB1,Anaerobe
INO43423,#D65DB1,Anaerobe
INO45499,#D65DB1,Anaerobe
INO47634,#D65DB1,Anaerobe
INO49794,#D65DB1,Anaerobe
INO51996,#D65DB1,Anaerobe
INO54175,#D65DB1,Anaerobe
INO56368,#D65DB1,Anaerobe
INO58435,#D65DB1,Anaerobe
INO60383,#FFC75F,Aerobe
INO56367,#D65DB1,Anaerobe
INO58434,#FFC75F,Aerobe
INO58433,#D65DB1,Anaerobe
INO54174,#D65DB1,Anaerobe
INO56366,#D65DB1,Anaerobe
INO58432,#D65DB1,Anaerobe
INO56365,#D65DB1,Anaerobe
INO51995,#D65DB1,Anaerobe
INO54173,#D65DB1,Anaerobe
INO56364,#D65DB1,Anaerobe
INO58431,#FFC75F,Aerobe
INO54172,#FFC75F,Aerobe
INO56363,#FFC75F,Aerobe
INO58430,#FFC75F,Aerobe
INO56362,#FFC75F,Aerobe
INO47633,#D65DB1,Anaerobe
INO49793,#D65DB1,Anaerobe
INO51994,#D65DB1,Anaerobe
INO54171,#D65DB1,Anaerobe
INO56361,#D65DB1,Anaerobe
INO58429,#FFC75F,Aerobe
INO60382,#FFC75F,Aerobe
INO62222,#FFC75F,Aerobe
INO63958,#FFC75F,Aerobe
INO63957,#FFC75F,Aerobe
INO65571,#FFC75F,Aerobe
INO58428,#D65DB1,Anaerobe
INO56360,#D65DB1,Anaerobe
INO51993,#D65DB1,Anaerobe
INO54170,#D65DB1,Anaerobe
INO49792,#D65DB1,Anaerobe
INO51992,#D65DB1,Anaerobe
INO54169,#D65DB1,Anaerobe
INO51991,#FFC75F,Aerobe
INO54168,#D65DB1,Anaerobe
INO29870,#D65DB1,Anaerobe
INO31727,#D65DB1,Anaerobe
INO28005,#FFC75F,Aerobe
INO29869,#FFC75F,Aerobe
INO29868,#FFC75F,Aerobe
INO31726,#D65DB1,Anaerobe
INO31725,#FFC75F,Aerobe
INO33596,#FFC75F,Aerobe
INO22420,#FFC75F,Aerobe
INO24290,#FFC75F,Aerobe
INO26155,#FFC75F,Aerobe
INO28004,#FFC75F,Aerobe
INO29867,#FFC75F,Aerobe
INO31724,#FFC75F,Aerobe
INO33595,#FFC75F,Aerobe
INO35497,#FFC75F,Aerobe
INO37440,#FFC75F,Aerobe
INO39385,#FFC75F,Aerobe
INO31723,#FFC75F,Aerobe
INO33594,#FFC75F,Aerobe
INO35496,#FFC75F,Aerobe
INO33593,#FFC75F,Aerobe
INO28003,#FFC75F,Aerobe
INO29866,#FFC75F,Aerobe
INO26154,#FFC75F,Aerobe
INO28002,#FFC75F,Aerobe
INO29865,#FFC75F,Aerobe
INO28001,#FFC75F,Aerobe
INO29864,#D65DB1,Anaerobe
INO31722,#D65DB1,Anaerobe
INO33592,#D65DB1,Anaerobe
INO35495,#D65DB1,Anaerobe
INO35494,#FFC75F,Aerobe
INO37439,#FFC75F,Aerobe
INO37438,#FFC75F,Aerobe
INO33591,#D65DB1,Anaerobe
INO35493,#D65DB1,Anaerobe
INO37437,#D65DB1,Anaerobe
INO39384,#D65DB1,Anaerobe
INO31721,#D65DB1,Anaerobe
INO33590,#D65DB1,Anaerobe
INO35492,#D65DB1,Anaerobe
INO37436,#D65DB1,Anaerobe
INO39383,#D65DB1,Anaerobe
INO41386,#FFC75F,Aerobe
INO39382,#D65DB1,Anaerobe
INO41385,#D65DB1,Anaerobe
